owner,method,path,handler,file,line
sahool-platform,POST,/feature-store/point-in-time,feature_store_point_in_time,services/sahool-platform/api/phase10_continuous_learning.py,262
sahool-platform,POST,/models/register,model_register,services/sahool-platform/api/phase10_continuous_learning.py,269
sahool-platform,POST,/models/serving/promote,model_serving_promote,services/sahool-platform/api/phase10_continuous_learning.py,284
sahool-platform,POST,/models/serving/rollback,model_serving_rollback,services/sahool-platform/api/phase10_continuous_learning.py,291
sahool-platform,GET,/models/serving/{alias:path},model_serving_resolve,services/sahool-platform/api/phase10_continuous_learning.py,301
sahool-platform,POST,/context,context,services/sahool-platform/api/phase11_federated_agents.py,115
sahool-platform,POST,/agents/propose,agents_propose,services/sahool-platform/api/phase11_federated_agents.py,125
sahool-platform,POST,/consensus,consensus,services/sahool-platform/api/phase11_federated_agents.py,132
sahool-platform,POST,/operation-plan,operation_plan,services/sahool-platform/api/phase11_federated_agents.py,142
sahool-platform,POST,/experiments/shadow,shadow_experiment,services/sahool-platform/api/phase11_federated_agents.py,152
sahool-platform,POST,/quality,quality,services/sahool-platform/api/phase11_federated_agents.py,166
sahool-platform,POST,/cycle,cycle,services/sahool-platform/api/phase11_federated_agents.py,171
sahool-platform,POST,/runtime/resolve,runtime_resolve,services/sahool-platform/api/phase11_federated_agents.py,195
sahool-platform,POST,/runtime/authority-envelope,runtime_authority_envelope,services/sahool-platform/api/phase11_federated_agents.py,206
sahool-platform,POST,/runtime/reputation/update,runtime_reputation_update,services/sahool-platform/api/phase11_federated_agents.py,213
sahool-platform,POST,/runtime/event-envelope,runtime_event_envelope,services/sahool-platform/api/phase11_federated_agents.py,224
sahool-platform,POST,/plan,create_execution_plan,services/sahool-platform/api/phase9_autonomous_farm_os.py,112
sahool-platform,POST,/verify,verify_execution,services/sahool-platform/api/phase9_autonomous_farm_os.py,134
sahool-platform,POST,/cycle,run_cycle,services/sahool-platform/api/phase9_autonomous_farm_os.py,148
sahool-platform,POST,/models/register,register_model,services/sahool-platform/api/phase9_autonomous_farm_os.py,175
sahool-platform,POST,/experiments/assign,assign_variant,services/sahool-platform/api/phase9_autonomous_farm_os.py,189
sahool-platform,POST,/events/from-plan,events_from_plan,services/sahool-platform/api/phase9_autonomous_farm_os.py,196
sahool-platform,POST,/events/replay,replay_events,services/sahool-platform/api/phase9_autonomous_farm_os.py,202
sahool-platform,POST,/verify-loop,command_verification_loop,services/sahool-platform/api/phase9_autonomous_farm_os.py,207
sahool-platform,POST,/iot/dispatch/preview,preview_iot_dispatch,services/sahool-platform/api/phase9_autonomous_farm_os.py,217
sahool-platform,POST,/iot/dispatch/simulate,simulate_iot_dispatch,services/sahool-platform/api/phase9_autonomous_farm_os.py,230
sahool-platform,POST,/iot/telemetry/verify,verify_iot_telemetry,services/sahool-platform/api/phase9_autonomous_farm_os.py,251
sahool-platform,GET,/api/v1/admin/events/dead-letter,admin_events_dead_letter,services/sahool-platform/api/routers/admin.py,35
sahool-platform,POST,/api/v1/admin/events/dead-letter/{outbox_id}/requeue,admin_requeue_dead_letter,services/sahool-platform/api/routers/admin.py,83
sahool-platform,POST,/api/v1/admin/events/dead-letter/requeue-all,admin_requeue_all_dead_letter,services/sahool-platform/api/routers/admin.py,101
sahool-platform,GET,/api/v1/admin/outbox/dead-letter,admin_outbox_dead_letter,services/sahool-platform/api/routers/admin.py,122
sahool-platform,POST,/api/v1/admin/outbox/dead-letter/requeue,admin_outbox_requeue_dead_letter,services/sahool-platform/api/routers/admin.py,159
sahool-platform,GET,/api/v1/agricultural-proverbs/for-date,agricultural_proverbs_for_date,services/sahool-platform/api/routers/agricultural_proverbs.py,22
sahool-platform,GET,/api/v1/agricultural-proverbs,agricultural_proverbs,services/sahool-platform/api/routers/agricultural_proverbs.py,30
sahool-platform,POST,/api/v1/agro/crop-risk,crop_risk_endpoint,services/sahool-platform/api/routers/agro_intelligence.py,154
sahool-platform,POST,/api/v1/agro/plant-soil-feedback,plant_soil_feedback_endpoint,services/sahool-platform/api/routers/agro_intelligence.py,167
sahool-platform,POST,/api/v1/agro/plant-soil-feedback/trend,plant_soil_feedback_trend_endpoint,services/sahool-platform/api/routers/agro_intelligence.py,175
sahool-platform,POST,/api/v1/agro/crop-rotation,crop_rotation_endpoint,services/sahool-platform/api/routers/agro_intelligence.py,189
sahool-platform,POST,/api/v1/agro/season-comparison,season_comparison_endpoint,services/sahool-platform/api/routers/agro_intelligence.py,206
sahool-platform,POST,/api/v1/agro/decision-playbook,decision_playbook_endpoint,services/sahool-platform/api/routers/agro_intelligence.py,214
sahool-platform,POST,/api/v1/work-orders/from-recommendation,work_order_from_recommendation_endpoint,services/sahool-platform/api/routers/agro_intelligence.py,303
sahool-platform,GET,/api/v1/agro-zones/list,agro_zones_list_endpoint,services/sahool-platform/api/routers/agro_zones.py,29
sahool-platform,GET,/api/v1/agro-zones/profile,agro_zone_profile_endpoint,services/sahool-platform/api/routers/agro_zones.py,35
sahool-platform,GET,/api/v1/agro-zones/identify,agro_zone_identify_endpoint,services/sahool-platform/api/routers/agro_zones.py,41
sahool-platform,GET,/api/v1/agro-zones/suited-crops,agro_zone_suited_endpoint,services/sahool-platform/api/routers/agro_zones.py,47
sahool-platform,GET,/api/v1/agro-zones/by-elevation,agro_zone_elevation_endpoint,services/sahool-platform/api/routers/agro_zones.py,53
sahool-platform,GET,/api/v1/agro-zones/identify-smart,agro_zone_identify_smart_endpoint,services/sahool-platform/api/routers/agro_zones.py,61
sahool-platform,GET,/api/v1/fields/{field_id}/agronomic-replay,agronomic_replay_endpoint,services/sahool-platform/api/routers/agronomic_replay.py,58
sahool-platform,GET,/api/v1/ai/models,list_ai_models,services/sahool-platform/api/routers/ai_models.py,21
sahool-platform,GET,/api/v1/alerts,list_alerts,services/sahool-platform/api/routers/alerts.py,51
sahool-platform,POST,/api/v1/alerts,create_alert,services/sahool-platform/api/routers/alerts.py,98
sahool-platform,PATCH,/api/v1/alerts/{alert_id}/acknowledge,acknowledge_alert,services/sahool-platform/api/routers/alerts.py,205
sahool-platform,GET,/api/v1/analytics/costs,analytics_costs,services/sahool-platform/api/routers/analytics.py,29
sahool-platform,GET,/api/v1/analytics/costs/by-field,analytics_costs_by_field,services/sahool-platform/api/routers/analytics.py,57
sahool-platform,GET,/api/v1/aromatic-crops/list,aromatic_crops_list_endpoint,services/sahool-platform/api/routers/aromatic_crops.py,25
sahool-platform,GET,/api/v1/astronomical-timing/stars,astronomical_stars,services/sahool-platform/api/routers/astronomical_timing.py,29
sahool-platform,POST,/api/v1/astronomical-timing/cross-check,astronomical_cross_check,services/sahool-platform/api/routers/astronomical_timing.py,35
sahool-platform,POST,/api/v1/auth/login,login,services/sahool-platform/api/routers/auth.py,47
sahool-platform,GET,/api/v1/auth/me,auth_me,services/sahool-platform/api/routers/auth.py,91
sahool-platform,POST,/api/v1/auth/logout,auth_logout,services/sahool-platform/api/routers/auth.py,104
sahool-platform,POST,/api/v1/auth/signup,auth_signup,services/sahool-platform/api/routers/auth.py,132
sahool-platform,GET,/api/v1/automation/scheduler-status,scheduler_status_endpoint,services/sahool-platform/api/routers/automation.py,42
sahool-platform,GET,/api/v1/automation/runs,automation_runs_endpoint,services/sahool-platform/api/routers/automation.py,57
sahool-platform,POST,/api/v1/automation/weather/register,weather_register_endpoint,services/sahool-platform/api/routers/automation.py,76
sahool-platform,GET,/api/v1/automation/weather/cached,weather_cached_endpoint,services/sahool-platform/api/routers/automation.py,99
sahool-platform,GET,/api/v1/automation/weather/status,weather_automation_status_endpoint,services/sahool-platform/api/routers/automation.py,118
sahool-platform,POST,/api/v1/automation/imagery/register-field,imagery_register_field_endpoint,services/sahool-platform/api/routers/automation.py,126
sahool-platform,GET,/api/v1/automation/imagery/status,imagery_automation_status_endpoint,services/sahool-platform/api/routers/automation.py,152
sahool-platform,POST,/api/v1/automation/alerts/run,automation_run_alerts_endpoint,services/sahool-platform/api/routers/automation.py,164
sahool-platform,PATCH,/api/v1/fields/{field_id}/boundary/review,review_field_boundary,services/sahool-platform/api/routers/boundaries.py,36
sahool-platform,POST,/api/v1/fields/{field_id}/boundary/score,score_field_boundary,services/sahool-platform/api/routers/boundaries.py,79
sahool-platform,POST,/api/v1/fields/{field_id}/boundary/clean,clean_field_boundary,services/sahool-platform/api/routers/boundaries.py,181
sahool-platform,POST,/api/v1/fields/boundary-graph/rebuild,rebuild_boundary_graph,services/sahool-platform/api/routers/boundaries.py,244
sahool-platform,GET,/api/v1/fields/{field_id}/boundary-graph,get_field_boundary_graph,services/sahool-platform/api/routers/boundaries.py,265
sahool-platform,POST,/api/v1/admin/break-glass,request_break_glass,services/sahool-platform/api/routers/break_glass.py,141
sahool-platform,GET,/api/v1/admin/break-glass/{token}/fields,break_glass_read_fields,services/sahool-platform/api/routers/break_glass.py,318
sahool-platform,DELETE,/api/v1/admin/break-glass/{grant_id},revoke_break_glass,services/sahool-platform/api/routers/break_glass.py,358
sahool-platform,GET,/api/v1/calendars/today,calendars_today,services/sahool-platform/api/routers/calendars.py,21
sahool-platform,GET,/api/v1/calendars/lunar-mansions,calendars_lunar_mansions,services/sahool-platform/api/routers/calendars.py,53
sahool-platform,GET,/api/v1/calendars/himyarite-months,calendars_himyarite_months,services/sahool-platform/api/routers/calendars.py,61
sahool-platform,GET,/api/v1/calendars/regional-profiles,calendars_regional_profiles,services/sahool-platform/api/routers/calendars.py,69
sahool-platform,GET,/api/v1/calendars/context,calendars_context,services/sahool-platform/api/routers/calendars.py,77
sahool-platform,GET,/api/v1/calibration,list_calibration,services/sahool-platform/api/routers/calibration.py,95
sahool-platform,GET,/api/v1/calibration/{region},get_region_calibration,services/sahool-platform/api/routers/calibration.py,106
sahool-platform,POST,/api/v1/calibration/{region}/evidence,compute_region_evidence,services/sahool-platform/api/routers/calibration.py,124
sahool-platform,GET,/api/v1/calibration/{region}/evidence/persisted,get_persisted_region_evidence,services/sahool-platform/api/routers/calibration.py,144
sahool-platform,POST,/api/v1/calibration/feedback,compute_learning_feedback,services/sahool-platform/api/routers/calibration.py,196
sahool-platform,POST,/api/v1/calibration/{region}/adapt,propose_region_adaptation,services/sahool-platform/api/routers/calibration.py,214
sahool-platform,POST,/api/v1/calibration/{region}/adapt-from-evidence,propose_region_adaptation_from_evidence,services/sahool-platform/api/routers/calibration.py,247
sahool-platform,POST,/api/v1/calibration/{region}/adapt-from-evidence/apply,apply_region_adaptation_from_evidence,services/sahool-platform/api/routers/calibration.py,302
sahool-platform,POST,/api/v1/calibration/{region}/propose-values,propose_region_values,services/sahool-platform/api/routers/calibration.py,420
sahool-platform,POST,/api/v1/calibration/{region}/override,set_region_override,services/sahool-platform/api/routers/calibration.py,443
sahool-platform,GET,/api/v1/calibration/{region}/resolved,get_resolved_region_calibration,services/sahool-platform/api/routers/calibration.py,509
sahool-platform,GET,/api/v1/calibration/overrides/all,list_region_overrides,services/sahool-platform/api/routers/calibration.py,538
sahool-platform,DELETE,/api/v1/calibration/{region}/override,delete_region_override,services/sahool-platform/api/routers/calibration.py,571
sahool-platform,GET,/api/v1/calibration/{region}/audit,get_region_calibration_audit,services/sahool-platform/api/routers/calibration.py,617
sahool-platform,POST,/api/v1/cameras/register,cameras_register,services/sahool-platform/api/routers/cameras.py,37
sahool-platform,POST,/api/v1/cameras/snapshot-evidence,cameras_snapshot_evidence,services/sahool-platform/api/routers/cameras.py,58
sahool-platform,GET,/api/v1/capabilities,list_capabilities,services/sahool-platform/api/routers/capabilities.py,22
sahool-platform,POST,/api/v1/chemical-safety/check,chemical_safety_check,services/sahool-platform/api/routers/chemical_safety.py,31
sahool-platform,GET,/api/v1/chemical-safety/banned,chemical_safety_banned,services/sahool-platform/api/routers/chemical_safety.py,40
sahool-platform,GET,/api/v1/climate-analogs/list,climate_analogs_list_endpoint,services/sahool-platform/api/routers/climate_analogs.py,28
sahool-platform,GET,/api/v1/climate-analogs/detail,climate_analogs_detail_endpoint,services/sahool-platform/api/routers/climate_analogs.py,34
sahool-platform,GET,/api/v1/climate-analogs/desert-crops,climate_analogs_crops_endpoint,services/sahool-platform/api/routers/climate_analogs.py,40
sahool-platform,GET,/api/v1/climate-analogs/strategic-tiers,climate_analogs_strategic_endpoint,services/sahool-platform/api/routers/climate_analogs.py,46
sahool-platform,GET,/api/v1/climate-analogs/strategy,climate_analogs_strategy_endpoint,services/sahool-platform/api/routers/climate_analogs.py,54
sahool-platform,GET,/api/v1/coffee/site-suitability,coffee_site_endpoint,services/sahool-platform/api/routers/coffee.py,34
sahool-platform,GET,/api/v1/coffee/guide,coffee_guide_endpoint,services/sahool-platform/api/routers/coffee.py,40
sahool-platform,GET,/api/v1/coffee/varieties,coffee_varieties_endpoint,services/sahool-platform/api/routers/coffee.py,46
sahool-platform,GET,/api/v1/coffee/pests,coffee_pests_endpoint,services/sahool-platform/api/routers/coffee.py,52
sahool-platform,GET,/api/v1/commands/{command_id},get_command,services/sahool-platform/api/routers/commands.py,31
sahool-platform,GET,/api/indicators/readyz,indicators_readyz_alias,services/sahool-platform/api/routers/compat_gateway.py,31
sahool-platform,GET,/api/weather/readyz,weather_readyz_alias,services/sahool-platform/api/routers/compat_gateway.py,37
sahool-platform,GET,/api/vegetation/readyz,vegetation_readyz_alias,services/sahool-platform/api/routers/compat_gateway.py,43
sahool-platform,GET,/api/agent/health,agent_health_alias,services/sahool-platform/api/routers/compat_gateway.py,48
sahool-platform,GET,/api/vegetation/v1/all_fields,vegetation_all_fields_passthrough,services/sahool-platform/api/routers/compat_gateway.py,53
sahool-platform,GET,/api/vegetation/v1/analyze,vegetation_analyze_passthrough,services/sahool-platform/api/routers/compat_gateway.py,80
sahool-platform,GET,/api/raster/{path:path},raster_api_passthrough,services/sahool-platform/api/routers/compat_gateway.py,114
sahool-platform,POST,/api/v1/confidence/ndvi,ndvi_confidence,services/sahool-platform/api/routers/confidence.py,35
sahool-platform,POST,/api/v1/confidence/irrigation,irrigation_rec_confidence,services/sahool-platform/api/routers/confidence.py,54
sahool-platform,POST,/api/v1/confidence-gate,confidence_gate,services/sahool-platform/api/routers/confidence_gate.py,27
sahool-platform,GET,/api/v1/consistency/irrigation,consistency_irrigation_endpoint,services/sahool-platform/api/routers/consistency.py,35
sahool-platform,GET,/api/v1/consistency/freshness,consistency_freshness_endpoint,services/sahool-platform/api/routers/consistency.py,57
sahool-platform,GET,/api/v1/crop-cards,crop_cards_index,services/sahool-platform/api/routers/crop_cards.py,33
sahool-platform,GET,/api/v1/crop-cards/crop/{crop_id},crop_card_detail,services/sahool-platform/api/routers/crop_cards.py,58
sahool-platform,GET,/api/v1/crop-cards/variety/{variety_id},variety_card_detail,services/sahool-platform/api/routers/crop_cards.py,70
sahool-platform,GET,/api/v1/crop-cards/variety/{variety_id}/salinity-suitability,variety_salinity_suitability,services/sahool-platform/api/routers/crop_cards.py,83
sahool-platform,GET,/api/v1/crop-cards/variety/{variety_id}/expected-harvest,variety_expected_harvest,services/sahool-platform/api/routers/crop_cards.py,96
sahool-platform,GET,/api/v1/crop-cards/variety/{variety_id}/disease-watch,variety_disease_watch_endpoint,services/sahool-platform/api/routers/crop_cards.py,113
sahool-platform,GET,/api/v1/crops/{crop_id}/operations-calendar,crop_operations_calendar_endpoint,services/sahool-platform/api/routers/crop_operations.py,24
sahool-platform,POST,/api/v1/crop-suitability,crop_suitability,services/sahool-platform/api/routers/crop_suitability.py,31
sahool-platform,POST,/api/v1/crop-twin/compose,compose_crop_twin,services/sahool-platform/api/routers/crop_twin.py,300
sahool-platform,POST,/api/v1/crop-twin/decision-candidate,crop_decision_candidate_endpoint,services/sahool-platform/api/routers/crop_twin.py,352
sahool-platform,POST,/api/v1/crop-twin/decision,crop_decision_endpoint,services/sahool-platform/api/routers/crop_twin.py,459
sahool-platform,POST,/api/v1/crop-twin/decision/profit-aware,profit_aware_decision_endpoint,services/sahool-platform/api/routers/crop_twin.py,585
sahool-platform,GET,/api/v1/crops/drought-resilience,crop_drought_resilience,services/sahool-platform/api/routers/crops.py,26
sahool-platform,GET,/api/v1/crops/compare-drought-resilience,compare_drought_resilience,services/sahool-platform/api/routers/crops.py,47
sahool-platform,GET,/api/v1/cultural-calendar,cultural_calendar,services/sahool-platform/api/routers/cultural_calendar.py,24
sahool-platform,POST,/api/v1/data-readiness,data_readiness,services/sahool-platform/api/routers/data_readiness.py,30
sahool-platform,GET,/api/v1/decision/for-location,decision_for_location_endpoint,services/sahool-platform/api/routers/decision.py,33
sahool-platform,GET,/api/v1/decision/explain,decision_explain_endpoint,services/sahool-platform/api/routers/decision.py,48
sahool-platform,GET,/api/v1/fields/{field_id}/decision-confidence,decision_confidence_endpoint,services/sahool-platform/api/routers/decision_confidence.py,74
sahool-platform,POST,/api/v1/decision/unified,unified_decision_endpoint,services/sahool-platform/api/routers/decision_dispatch.py,126
sahool-platform,POST,/api/v1/decision/dispatch/evaluate,evaluate_dispatch_endpoint,services/sahool-platform/api/routers/decision_dispatch.py,195
sahool-platform,POST,/api/v1/decision/dispatch/execute,execute_dispatch_endpoint,services/sahool-platform/api/routers/decision_dispatch.py,244
sahool-platform,POST,/api/v1/decision/dispatch/consume,consume_dispatch_queue,services/sahool-platform/api/routers/decision_dispatch.py,428
sahool-platform,GET,/api/v1/decision/dispatch/decisions,list_dispatch_decisions,services/sahool-platform/api/routers/decision_dispatch.py,476
sahool-platform,GET,/api/v1/decision/dispatch/queue,list_dispatch_queue,services/sahool-platform/api/routers/decision_dispatch.py,508
sahool-platform,POST,/api/v1/decision/ledger,record_execution_outcome,services/sahool-platform/api/routers/decision_dispatch.py,564
sahool-platform,GET,/api/v1/decision/ledger,list_execution_ledger,services/sahool-platform/api/routers/decision_dispatch.py,660
sahool-platform,GET,/api/v1/decision/{decision_id}/explain,explain_decision_endpoint,services/sahool-platform/api/routers/decision_explain.py,63
sahool-platform,GET,/api/v1/decision/impact,get_impact,services/sahool-platform/api/routers/decision_impact.py,103
sahool-platform,GET,/api/v1/decision/learning,get_learning,services/sahool-platform/api/routers/decision_impact.py,119
sahool-platform,GET,/api/v1/decision/economics,get_decision_economics,services/sahool-platform/api/routers/decision_impact.py,142
sahool-platform,POST,/api/v1/decision/policies,create_policy,services/sahool-platform/api/routers/decision_policies.py,82
sahool-platform,GET,/api/v1/decision/policies,list_policies,services/sahool-platform/api/routers/decision_policies.py,113
sahool-platform,POST,/api/v1/decision/policies/resolve,resolve_policy_endpoint,services/sahool-platform/api/routers/decision_policies.py,148
sahool-platform,POST,/api/v1/decision/record,record_decision,services/sahool-platform/api/routers/decision_record.py,327
sahool-platform,POST,/api/v1/outcome/record,record_outcome,services/sahool-platform/api/routers/decision_record.py,430
sahool-platform,GET,/api/v1/decision/{decision_id}/lineage,get_decision_lineage,services/sahool-platform/api/routers/decision_record.py,537
sahool-platform,GET,/api/v1/decision/records,list_decision_records,services/sahool-platform/api/routers/decision_record.py,577
sahool-platform,GET,/api/v1/field/{field_id}/lineage,get_field_lineage,services/sahool-platform/api/routers/decision_record.py,628
sahool-platform,GET,/api/v1/decisions/review-queue,get_decision_review_queue,services/sahool-platform/api/routers/decision_review.py,45
sahool-platform,GET,/api/v1/decisions/{decision_id}/agronomic-evidence,get_decision_agronomic_evidence_boundary,services/sahool-platform/api/routers/decision_review.py,71
sahool-platform,POST,/api/v1/decisions/{decision_id}/review,review_decision_candidate,services/sahool-platform/api/routers/decision_review.py,107
sahool-platform,POST,/api/v1/decisions/{decision_id}/execution-plan,create_decision_execution_plan,services/sahool-platform/api/routers/decision_review.py,188
sahool-platform,POST,/api/v1/execution-plans/{execution_plan_id}/authorize-dispatch,authorize_execution_plan_dispatch,services/sahool-platform/api/routers/decision_review.py,328
sahool-platform,POST,/api/v1/dispatch-authorizations/{dispatch_authorization_id}/execute,create_authorized_execution_request,services/sahool-platform/api/routers/decision_review.py,393
sahool-platform,POST,/api/v1/execution-requests/{execution_request_id}/verify-outcome,verify_execution_outcome_boundary,services/sahool-platform/api/routers/decision_review.py,460
sahool-platform,POST,/api/v1/outcomes/{outcome_id}/learning-attribution,create_learning_attribution_boundary,services/sahool-platform/api/routers/decision_review.py,523
sahool-platform,GET,/api/v1/learning/calibration-dataset,read_calibration_dataset_boundary,services/sahool-platform/api/routers/decision_review.py,579
sahool-platform,POST,/api/v1/learning/evaluation-runs,register_model_evaluation_boundary,services/sahool-platform/api/routers/decision_review.py,633
sahool-platform,POST,/api/v1/learning/promotion-decisions,register_model_promotion_decision_boundary,services/sahool-platform/api/routers/decision_review.py,684
sahool-platform,POST,/api/v1/learning/activation-requests,register_model_activation_request_boundary,services/sahool-platform/api/routers/decision_review.py,729
sahool-platform,POST,/api/v1/learning/activation-requests/{activation_request_id}/review,review_model_activation_request_boundary,services/sahool-platform/api/routers/decision_review.py,777
sahool-platform,POST,/api/v1/learning/activation-commands/{activation_command_id}/claim,claim_registry_activation_command_bff,services/sahool-platform/api/routers/decision_review.py,831
sahool-platform,POST,/api/v1/learning/activation-commands/{activation_command_id}/receipt,record_registry_activation_receipt_bff,services/sahool-platform/api/routers/decision_review.py,868
sahool-platform,POST,/api/v1/learning/activation-receipts/{activation_receipt_id}/rollback-command,create_registry_rollback_command_bff,services/sahool-platform/api/routers/decision_review.py,900
sahool-platform,GET,/api/v1/devices/twin,device_twin_endpoint,services/sahool-platform/api/routers/device_twin.py,79
sahool-platform,POST,/api/v1/devices,register_device,services/sahool-platform/api/routers/devices.py,42
sahool-platform,GET,/api/v1/devices,list_devices,services/sahool-platform/api/routers/devices.py,97
sahool-platform,POST,/api/v1/devices/{device_id}/telemetry,ingest_telemetry,services/sahool-platform/api/routers/devices.py,123
sahool-platform,GET,/api/v1/devices/{device_id}/telemetry,list_telemetry,services/sahool-platform/api/routers/devices.py,167
sahool-platform,GET,/api/v1/devices/fleet-health,devices_fleet_health,services/sahool-platform/api/routers/devices.py,192
sahool-platform,POST,/api/v1/diagnose,diagnose_symptoms,services/sahool-platform/api/routers/diagnose.py,32
sahool-platform,GET,/api/v1/diagnose/symptoms,diagnosis_symptom_catalog,services/sahool-platform/api/routers/diagnose.py,91
sahool-platform,GET,/api/v1/districts,districts_index,services/sahool-platform/api/routers/districts.py,25
sahool-platform,GET,/api/v1/districts/{district_id},district_detail,services/sahool-platform/api/routers/districts.py,48
sahool-platform,GET,/api/v1/districts/{district_id}/active-pests,district_active_pests,services/sahool-platform/api/routers/districts.py,60
sahool-platform,POST,/api/v1/documents,register_document,services/sahool-platform/api/routers/documents.py,36
sahool-platform,GET,/api/v1/documents,list_documents,services/sahool-platform/api/routers/documents.py,88
sahool-platform,GET,/api/v1/documents/{doc_id},get_document,services/sahool-platform/api/routers/documents.py,127
sahool-platform,GET,/api/v1/fields/{field_id}/drawing-features,list_field_drawing_features,services/sahool-platform/api/routers/drawing_features.py,413
sahool-platform,POST,/api/v1/drawing-features/validate,validate_drawing_feature_topology,services/sahool-platform/api/routers/drawing_features.py,445
sahool-platform,POST,/api/v1/drawing-features,create_drawing_feature,services/sahool-platform/api/routers/drawing_features.py,468
sahool-platform,PATCH,/api/v1/drawing-features/{feature_id},update_drawing_feature,services/sahool-platform/api/routers/drawing_features.py,536
sahool-platform,DELETE,/api/v1/drawing-features/{feature_id},delete_drawing_feature,services/sahool-platform/api/routers/drawing_features.py,636
sahool-platform,GET,/api/v1/economics/cost-categories,economics_categories_endpoint,services/sahool-platform/api/routers/economics.py,26
sahool-platform,POST,/api/v1/economics/feasibility,economics_feasibility_endpoint,services/sahool-platform/api/routers/economics.py,32
sahool-platform,GET,/api/v1/economics/break-even,economics_break_even_endpoint,services/sahool-platform/api/routers/economics.py,46
sahool-platform,POST,/api/v1/edge/sync,edge_sync_receive,services/sahool-platform/api/routers/edge.py,25
sahool-platform,POST,/api/v1/equipment,create_equipment,services/sahool-platform/api/routers/equipment.py,39
sahool-platform,GET,/api/v1/equipment,list_equipment,services/sahool-platform/api/routers/equipment.py,94
sahool-platform,POST,/api/v1/equipment/{equipment_id}/maintenance,log_maintenance,services/sahool-platform/api/routers/equipment.py,138
sahool-platform,GET,/api/v1/equipment/{equipment_id}/maintenance,list_maintenance,services/sahool-platform/api/routers/equipment.py,204
sahool-platform,POST,/api/v1/escalation/assess,escalation_assess,services/sahool-platform/api/routers/escalation.py,23
sahool-platform,POST,/api/v1/fields/{field_id}/etc-dual,field_etc_dual,services/sahool-platform/api/routers/etc_dual.py,228
sahool-platform,GET,/api/v1/events/{entity_type}/{entity_id},entity_events,services/sahool-platform/api/routers/events.py,32
sahool-platform,POST,/api/v1/evidence/corroborate,evidence_corroborate,services/sahool-platform/api/routers/evidence.py,26
sahool-platform,GET,/api/v1/evidence/map,evidence_map_endpoint,services/sahool-platform/api/routers/evidence_map.py,87
sahool-platform,GET,/api/v1/execution/feedback,execution_feedback_endpoint,services/sahool-platform/api/routers/execution_feedback.py,50
sahool-platform,POST,/api/v1/lineage/link,link_lineage_ref,services/sahool-platform/api/routers/execution_lineage.py,61
sahool-platform,GET,/api/v1/lineage/{lineage_id},get_lineage_chain,services/sahool-platform/api/routers/execution_lineage.py,121
sahool-platform,POST,/api/v1/failures/check,check_failures,services/sahool-platform/api/routers/failures.py,30
sahool-platform,POST,/api/v1/farm-ledger/operations,create_operation_ledger_record,services/sahool-platform/api/routers/farm_operations_ledger.py,211
sahool-platform,GET,/api/v1/farm-ledger/operations,list_operation_ledger_records,services/sahool-platform/api/routers/farm_operations_ledger.py,354
sahool-platform,GET,/api/v1/farm-ledger/summary,farm_ledger_summary,services/sahool-platform/api/routers/farm_operations_ledger.py,402
sahool-platform,POST,/api/v1/farm-ledger/budgets,upsert_season_budget_lines,services/sahool-platform/api/routers/farm_operations_ledger.py,528
sahool-platform,GET,/api/v1/farm-ledger/budgets/{season_id},get_season_budget,services/sahool-platform/api/routers/farm_operations_ledger.py,609
sahool-platform,POST,/api/v1/farm-ledger/revenues,create_revenue_record,services/sahool-platform/api/routers/farm_operations_ledger.py,637
sahool-platform,GET,/api/v1/farm-ledger/variance/{season_id},get_budget_variance,services/sahool-platform/api/routers/farm_operations_ledger.py,729
sahool-platform,GET,/api/v1/farm-ledger/profitability/{season_id},get_season_profitability,services/sahool-platform/api/routers/farm_operations_ledger.py,757
sahool-platform,GET,/api/v1/farm-ledger/erp-projection/{season_id},get_erp_projection,services/sahool-platform/api/routers/farm_operations_ledger.py,792
sahool-platform,POST,/api/v1/farm-ledger/autowrite-preview,operation_autowrite_preview,services/sahool-platform/api/routers/farm_operations_ledger.py,864
sahool-platform,GET,/api/v1/farm-ledger/inventory-projection/{season_id},get_inventory_projection,services/sahool-platform/api/routers/farm_operations_ledger.py,912
sahool-platform,GET,/api/v1/farm-ledger/economic-state/{season_id},get_economic_state,services/sahool-platform/api/routers/farm_operations_ledger.py,1003
sahool-platform,POST,/api/v1/farms,create_farm,services/sahool-platform/api/routers/farms.py,36
sahool-platform,GET,/api/v1/farms,list_farms,services/sahool-platform/api/routers/farms.py,105
sahool-platform,GET,/api/v1/farms/{farm_id}/fields,list_farm_fields,services/sahool-platform/api/routers/farms.py,140
sahool-platform,GET,/api/v1/features,get_features,services/sahool-platform/api/routers/features.py,60
sahool-platform,GET,/api/v1/fields/{field_id}/ai-context-pack,field_ai_context_pack,services/sahool-platform/api/routers/field_ai_context.py,702
sahool-platform,GET,/api/v1/fields/{field_id}/data-completeness,field_data_completeness,services/sahool-platform/api/routers/field_completeness.py,56
sahool-platform,POST,/api/v1/field-intelligence/analyze,field_intelligence_analyze,services/sahool-platform/api/routers/field_intelligence.py,469
sahool-platform,GET,/api/v1/field-intelligence/analyze/jobs/{job_id},field_intelligence_analyze_job_status,services/sahool-platform/api/routers/field_intelligence.py,516
