owner,method,path,handler,file,line
sahool-platform,POST,/api/v1/recommendations/economic-adaptation,economic_adaptation_endpoint,services/sahool-platform/api/routers/recommendations.py,237
sahool-platform,GET,/api/v1/recommendations/capacity-profiles,capacity_profiles_endpoint,services/sahool-platform/api/routers/recommendations.py,255
sahool-platform,POST,/api/v1/recommendations/candidates,generate_crop_candidates,services/sahool-platform/api/routers/recommendations.py,263
sahool-platform,POST,/api/v1/recommendations/outcomes,record_recommendation_outcome,services/sahool-platform/api/routers/recommendations.py,328
sahool-platform,GET,/api/v1/recommendations/{rec_id},get_recommendation,services/sahool-platform/api/routers/recommendations.py,424
sahool-platform,GET,/api/v1/regional/bulletin,regional_bulletin,services/sahool-platform/api/routers/regional_bulletin.py,53
sahool-platform,GET,/api/v1/regional-calendar,regional_calendar,services/sahool-platform/api/routers/regional_calendar.py,20
sahool-platform,GET,/api/v1/registry/report-fields,list_registry_report_fields,services/sahool-platform/api/routers/registry.py,32
sahool-platform,GET,/api/v1/registry/workflows,list_registry_workflows,services/sahool-platform/api/routers/registry.py,45
sahool-platform,GET,/api/v1/registry/indices,registry_indices,services/sahool-platform/api/routers/registry.py,58
sahool-platform,GET,/api/v1/registry/device-types,registry_device_types,services/sahool-platform/api/routers/registry.py,68
sahool-platform,GET,/api/v1/registry/events,registry_events,services/sahool-platform/api/routers/registry.py,78
sahool-platform,GET,/api/v1/registry/cost-profiles,registry_cost_profiles,services/sahool-platform/api/routers/registry.py,88
sahool-platform,GET,/api/v1/registry/data-quality-rules,registry_data_quality_rules,services/sahool-platform/api/routers/registry.py,98
sahool-platform,POST,/api/v1/replay/reconstruct,replay_reconstruct,services/sahool-platform/api/routers/replay.py,32
sahool-platform,GET,/api/v1/reports/farm-summary,report_farm_summary,services/sahool-platform/api/routers/reports.py,41
sahool-platform,GET,/api/v1/reports/field/{field_id}/summary,report_field_summary,services/sahool-platform/api/routers/reports.py,96
sahool-platform,GET,/api/v1/fields/{field_id}/sustainability,field_sustainability,services/sahool-platform/api/routers/reports.py,207
sahool-platform,GET,/api/v1/reports/season/{season_id}/summary,report_season_summary,services/sahool-platform/api/routers/reports.py,253
sahool-platform,POST,/api/v1/reports/operation,operation_report_csv,services/sahool-platform/api/routers/reports.py,308
sahool-platform,POST,/api/v1/reports/build,build_report,services/sahool-platform/api/routers/reports.py,358
sahool-platform,GET,/api/v1/rotation/principles,rotation_principles_endpoint,services/sahool-platform/api/routers/rotation.py,28
sahool-platform,GET,/api/v1/rotation/evaluate,rotation_evaluate,services/sahool-platform/api/routers/rotation.py,34
sahool-platform,GET,/api/v1/rotation/suggest,rotation_suggest,services/sahool-platform/api/routers/rotation.py,40
sahool-platform,POST,/api/v1/salinity/assess,salinity_assess_endpoint,services/sahool-platform/api/routers/salinity.py,30
sahool-platform,GET,/api/v1/sampling/strategy,sampling_strategy,services/sahool-platform/api/routers/sampling.py,31
sahool-platform,POST,/api/v1/scenario/economics,scenario_economics,services/sahool-platform/api/routers/scenario.py,143
sahool-platform,POST,/api/v1/scenario/water-twin,scenario_water_twin,services/sahool-platform/api/routers/scenario.py,164
sahool-platform,POST,/api/v1/scenario/temperature,scenario_temperature,services/sahool-platform/api/routers/scenario.py,193
sahool-platform,POST,/api/v1/scenario/planting-date,scenario_planting_date,services/sahool-platform/api/routers/scenario.py,236
sahool-platform,POST,/api/v1/scenario/rainfall,scenario_rainfall,services/sahool-platform/api/routers/scenario.py,286
sahool-platform,GET,/api/v1/scouting/pins,list_scouting_pins,services/sahool-platform/api/routers/scouting.py,78
sahool-platform,GET,/api/v1/scouting/taxonomy,scouting_taxonomy,services/sahool-platform/api/routers/scouting.py,114
sahool-platform,GET,/api/v1/fields/{field_id}/season-workspace,season_workspace,services/sahool-platform/api/routers/season_workspace.py,219
sahool-platform,GET,/api/v1/seasonal-risk/calendar,seasonal_risk_calendar_endpoint,services/sahool-platform/api/routers/seasonal_risk.py,28
sahool-platform,GET,/api/v1/seasonal-risk/stage-check,seasonal_risk_stage_endpoint,services/sahool-platform/api/routers/seasonal_risk.py,34
sahool-platform,GET,/api/v1/seasonal-risk/chill-hours,seasonal_risk_chill_endpoint,services/sahool-platform/api/routers/seasonal_risk.py,40
sahool-platform,POST,/api/v1/seasons/{season_id}/simulate,simulate_season_endpoint,services/sahool-platform/api/routers/seasons.py,132
sahool-platform,GET,/api/v1/fields/{field_id}/seasons/{season_id}/state,field_season_state_endpoint,services/sahool-platform/api/routers/seasons.py,512
sahool-platform,GET,/api/v1/admin/security/denials,security_denials,services/sahool-platform/api/routers/security_audit.py,19
sahool-platform,GET,/api/v1/seed/criteria,seed_criteria_endpoint,services/sahool-platform/api/routers/seed.py,30
sahool-platform,POST,/api/v1/seed/evaluate-source,seed_evaluate_endpoint,services/sahool-platform/api/routers/seed.py,36
sahool-platform,GET,/api/v1/seed/germination-rate,seed_germination_endpoint,services/sahool-platform/api/routers/seed.py,42
sahool-platform,GET,/api/v1/seed/storage-check,seed_storage_endpoint,services/sahool-platform/api/routers/seed.py,50
sahool-platform,GET,/api/v1/seed/sowing-depth,seed_sowing_depth_endpoint,services/sahool-platform/api/routers/seed.py,58
sahool-platform,API_ROUTE,/api/edge/{path:path},proxy_edge,services/sahool-platform/api/routers/service_proxy.py,136
sahool-platform,API_ROUTE,/api/soil/{path:path},proxy_soil,services/sahool-platform/api/routers/service_proxy.py,151
sahool-platform,API_ROUTE,/api/segmentation/{path:path},proxy_segmentation,services/sahool-platform/api/routers/service_proxy.py,166
sahool-platform,API_ROUTE,/api/field-forms/{path:path},proxy_field_forms,services/sahool-platform/api/routers/service_proxy.py,183
sahool-platform,PUT,/api/v1/settings,upsert_setting,services/sahool-platform/api/routers/settings.py,30
sahool-platform,GET,/api/v1/settings,list_settings,services/sahool-platform/api/routers/settings.py,63
sahool-platform,POST,/api/v1/sharing/generate-key,generate_share_key,services/sahool-platform/api/routers/sharing.py,46
sahool-platform,POST,/api/v1/sharing/keys,create_sharing_key,services/sahool-platform/api/routers/sharing.py,86
sahool-platform,GET,/api/v1/sharing/keys,list_sharing_keys,services/sahool-platform/api/routers/sharing.py,117
sahool-platform,POST,/api/v1/farm-book/parties,create_party,services/sahool-platform/api/routers/simple_farm_book.py,130
sahool-platform,GET,/api/v1/farm-book/parties,list_parties,services/sahool-platform/api/routers/simple_farm_book.py,162
sahool-platform,POST,/api/v1/farm-book/entries,create_entry,services/sahool-platform/api/routers/simple_farm_book.py,247
sahool-platform,GET,/api/v1/farm-book/entries,list_entries,services/sahool-platform/api/routers/simple_farm_book.py,418
sahool-platform,GET,/api/v1/farm-book/monthly,monthly_report,services/sahool-platform/api/routers/simple_farm_book.py,451
sahool-platform,GET,/api/v1/farm-book/balances,book_balances,services/sahool-platform/api/routers/simple_farm_book.py,487
sahool-platform,GET,/api/v1/farm-book/export,export_book,services/sahool-platform/api/routers/simple_farm_book.py,508
sahool-platform,POST,/api/v1/simulate/what-if,simulate_what_if,services/sahool-platform/api/routers/simulate.py,28
sahool-platform,GET,/api/v1/soil-sampling/subsamples,soil_subsamples_endpoint,services/sahool-platform/api/routers/soil_sampling.py,47
sahool-platform,GET,/api/v1/soil-sampling/depth,soil_depth_endpoint,services/sahool-platform/api/routers/soil_sampling.py,53
sahool-platform,GET,/api/v1/soil-sampling/protocol,soil_protocol_endpoint,services/sahool-platform/api/routers/soil_sampling.py,59
sahool-platform,GET,/api/v1/lab/samples,list_lab_samples,services/sahool-platform/api/routers/soil_sampling.py,160
sahool-platform,POST,/api/v1/lab/samples,create_lab_sample,services/sahool-platform/api/routers/soil_sampling.py,169
sahool-platform,POST,/api/v1/lab/soil-results,submit_soil_lab_result,services/sahool-platform/api/routers/soil_sampling.py,190
sahool-platform,POST,/api/v1/lab/water-results,submit_water_lab_result,services/sahool-platform/api/routers/soil_sampling.py,262
sahool-platform,POST,/api/v1/lab/samples/{sample_id}/transition,transition_lab_sample,services/sahool-platform/api/routers/soil_sampling.py,294
sahool-platform,GET,/api/v1/fields/{field_id}/lab-context,field_lab_context,services/sahool-platform/api/routers/soil_sampling.py,396
sahool-platform,GET,/api/v1/sync/manifest,sync_manifest,services/sahool-platform/api/routers/sync.py,60
sahool-platform,GET,/api/v1/sync/status,sync_status,services/sahool-platform/api/routers/sync.py,70
sahool-platform,POST,/api/v1/sync,sync,services/sahool-platform/api/routers/sync.py,92
sahool-platform,GET,/api/v1/tasks,list_tasks,services/sahool-platform/api/routers/tasks.py,37
sahool-platform,PATCH,/api/v1/tasks/{task_id},update_task,services/sahool-platform/api/routers/tasks.py,87
sahool-platform,POST,/api/v1/temporal/check,temporal_check,services/sahool-platform/api/routers/temporal.py,34
sahool-platform,POST,/api/v1/temporal/coherence,temporal_coherence,services/sahool-platform/api/routers/temporal.py,60
sahool-platform,GET,/api/v1/tenant/config,get_tenant_config,services/sahool-platform/api/routers/tenant.py,29
sahool-platform,POST,/api/v1/trials/analyze,analyze_trial,services/sahool-platform/api/routers/trials.py,30
sahool-platform,GET,/api/v1/varieties/food-grains,food_grain_varieties_endpoint,services/sahool-platform/api/routers/varieties.py,27
sahool-platform,GET,/api/v1/varieties/food-grains/{variety_id},food_grain_variety_detail_endpoint,services/sahool-platform/api/routers/varieties.py,47
sahool-platform,POST,/api/v1/water-balance,compute_water_balance,services/sahool-platform/api/routers/water_balance.py,66
sahool-platform,GET,/api/v1/water-harvesting/potential,water_potential_endpoint,services/sahool-platform/api/routers/water_harvesting.py,28
sahool-platform,GET,/api/v1/water-harvesting/methods,water_methods_endpoint,services/sahool-platform/api/routers/water_harvesting.py,36
sahool-platform,GET,/api/v1/water-harvesting/method-guide,water_method_guide_endpoint,services/sahool-platform/api/routers/water_harvesting.py,42
sahool-platform,GET,/api/v1/water-harvesting/upstream-flood,water_upstream_flood_endpoint,services/sahool-platform/api/routers/water_harvesting.py,48
sahool-platform,POST,/api/v1/fields/{field_id}/water-ledger,upsert_water_ledger,services/sahool-platform/api/routers/water_ledger.py,78
sahool-platform,GET,/api/v1/fields/{field_id}/water-ledger,list_water_ledger,services/sahool-platform/api/routers/water_ledger.py,145
sahool-platform,GET,/api/v1/fields/{field_id}/water-efficiency,field_water_efficiency,services/sahool-platform/api/routers/water_ledger.py,197
sahool-platform,GET,/api/v1/water-sensitivity/crops,water_sensitivity_crops,services/sahool-platform/api/routers/water_sensitivity.py,38
sahool-platform,GET,/api/v1/water-sensitivity/calendar,water_sensitivity_calendar,services/sahool-platform/api/routers/water_sensitivity.py,44
sahool-platform,GET,/api/v1/water-sensitivity/wheat-calendar,water_sensitivity_wheat_calendar,services/sahool-platform/api/routers/water_sensitivity.py,53
sahool-platform,POST,/api/v1/water-sensitivity/stress-risk,water_sensitivity_stress,services/sahool-platform/api/routers/water_sensitivity.py,59
sahool-platform,POST,/api/v1/water-sensitivity/integrated-advice,water_sensitivity_integrated,services/sahool-platform/api/routers/water_sensitivity.py,68
sahool-platform,POST,/api/v1/fields/{field_id}/water-twin,field_water_twin,services/sahool-platform/api/routers/water_twin.py,146
sahool-platform,GET,/api/v1/weather/health,weather_health,services/sahool-platform/api/routers/weather.py,1931
sahool-platform,GET,/api/v1/weather/readyz,weather_readyz,services/sahool-platform/api/routers/weather.py,1949
sahool-platform,GET,/api/v1/weather/self-test,weather_self_test,services/sahool-platform/api/routers/weather.py,1963
sahool-platform,GET,/api/v1/weather/wind-source-selftest,weather_wind_source_selftest,services/sahool-platform/api/routers/weather.py,1973
sahool-platform,GET,/api/v1/weather/runtime-contract,weather_runtime_contract,services/sahool-platform/api/routers/weather.py,2028
sahool-platform,GET,/api/v1/weather/env-doctor,weather_env_doctor,services/sahool-platform/api/routers/weather.py,2041
sahool-platform,GET,/api/v1/weather/runtime-smoke-plan,weather_runtime_smoke_plan,services/sahool-platform/api/routers/weather.py,2054
sahool-platform,GET,/api/v1/weather/current,weather_current,services/sahool-platform/api/routers/weather.py,2062
sahool-platform,GET,/api/v1/weather/forecast,weather_forecast,services/sahool-platform/api/routers/weather.py,2068
sahool-platform,GET,/api/v1/weather/historical,weather_historical,services/sahool-platform/api/routers/weather.py,2074
sahool-platform,GET,/api/v1/weather/layers,weather_layers_manifest,services/sahool-platform/api/routers/weather.py,2085
sahool-platform,GET,/api/v1/weather/tile-cache/backend,weather_tile_cache_backend,services/sahool-platform/api/routers/weather.py,2263
sahool-platform,GET,/api/v1/weather/rate-limit/backend,weather_rate_limit_backend,services/sahool-platform/api/routers/weather.py,2270
sahool-platform,GET,/api/v1/weather/tile-cache/stats,weather_tile_cache_stats,services/sahool-platform/api/routers/weather.py,2277
sahool-platform,GET,/api/v1/weather/observability,weather_observability,services/sahool-platform/api/routers/weather.py,2283
sahool-platform,GET,/api/v1/weather/metrics.prom,weather_metrics_prometheus,services/sahool-platform/api/routers/weather.py,2314
sahool-platform,POST,/api/v1/weather/tile-cache/prune,weather_tile_cache_prune,services/sahool-platform/api/routers/weather.py,2330
sahool-platform,GET,/api/v1/weather/tile-data/{z}/{x}/{y},weather_tile_data,services/sahool-platform/api/routers/weather.py,2407
sahool-platform,GET,/api/v1/weather/operation-tile-data/{z}/{x}/{y},weather_operation_tile_data,services/sahool-platform/api/routers/weather.py,2431
sahool-platform,GET,/api/v1/weather/probe,weather_probe,services/sahool-platform/api/routers/weather.py,2447
sahool-platform,GET,/api/v1/weather/operation-window,weather_operation_window,services/sahool-platform/api/routers/weather.py,2495
sahool-platform,GET,/api/v1/weather/field-weather-summary,weather_field_summary,services/sahool-platform/api/routers/weather.py,2510
sahool-platform,GET,/api/v1/weather/operation-plan,weather_operation_plan,services/sahool-platform/api/routers/weather.py,2553
sahool-platform,GET,/api/v1/weather/action-recommendation,weather_action_recommendation,services/sahool-platform/api/routers/weather.py,2568
sahool-platform,GET,/api/v1/weather/alerts,weather_alerts,services/sahool-platform/api/routers/weather.py,2633
sahool-platform,POST,/api/v1/weather/alerts/notify,weather_alerts_notify,services/sahool-platform/api/routers/weather.py,2702
sahool-platform,POST,/api/v1/weather/tasks/from-operation-plan,weather_create_task_from_operation_plan,services/sahool-platform/api/routers/weather.py,2796
sahool-platform,POST,/api/v1/weather/recommendations/from-operation-plan,weather_recommendation_from_operation_plan,services/sahool-platform/api/routers/weather.py,2897
sahool-platform,GET,/api/v1/weather/tile-series/{z}/{x}/{y},weather_tile_series,services/sahool-platform/api/routers/weather.py,2988
sahool-platform,POST,/api/v1/weather-analytics/analyze,weather_analyze_endpoint,services/sahool-platform/api/routers/weather_analytics.py,25
sahool-platform,POST,/api/v1/weather-analytics/planting-guide,weather_planting_guide_endpoint,services/sahool-platform/api/routers/weather_analytics.py,40
sahool-platform,GET,/api/v1/wofost/crop-types,wofost_crop_types_endpoint,services/sahool-platform/api/routers/wofost.py,27
sahool-platform,GET,/api/v1/wofost/adaptation-guidance,wofost_adaptation_endpoint,services/sahool-platform/api/routers/wofost.py,33
sahool-platform,GET,/api/v1/analysis/yield,yield_analysis_endpoint,services/sahool-platform/api/routers/yield_analysis.py,39
sahool-platform,POST,/api/v1/fields/{field_id}/yield-interval,field_yield_interval_endpoint,services/sahool-platform/api/routers/yield_interval.py,49
sahool-platform,POST,/api/v1/fields/{field_id}/yield-maps/ingestions,ingest_yield_map,services/sahool-platform/api/routers/yield_map_ingestion.py,84
sahool-platform,GET,/api/v1/fields/{field_id}/yield-maps/ingestions,list_yield_map_ingestions,services/sahool-platform/api/routers/yield_map_ingestion.py,255
sahool-platform,GET,/api/v1/fields/{field_id}/yield-map-records,query_yield_map_records,services/sahool-platform/api/routers/yield_map_ingestion.py,289
sam2-inference,POST,/v1/predict,predict,services/sam2-inference/main.py,24
sam2-inference,GET,/healthz,healthz,services/sam2-inference/main.py,105
sam2-inference,GET,/health,legacy_health,services/sam2-inference/main.py,110
sam2-inference,GET,/readyz,readyz,services/sam2-inference/main.py,115
scout-ingest-service,POST,/internal/field-forms/definitions,create_definition,services/scout-ingest-service/field_forms_api.py,195
scout-ingest-service,POST,/internal/field-forms/definitions/{code}/versions,create_version,services/scout-ingest-service/field_forms_api.py,230
scout-ingest-service,POST,/internal/field-forms/versions/{version_id}/publish,publish_version,services/scout-ingest-service/field_forms_api.py,278
scout-ingest-service,POST,/internal/field-forms/versions/{version_id}/retire,retire_version,services/scout-ingest-service/field_forms_api.py,327
scout-ingest-service,POST,/internal/field-forms/assignments,create_assignment,services/scout-ingest-service/field_forms_api.py,361
scout-ingest-service,GET,/internal/field-forms/download,download_forms,services/scout-ingest-service/field_forms_api.py,393
scout-ingest-service,POST,/internal/field-forms/submissions,submit_form,services/scout-ingest-service/field_forms_api.py,465
scout-ingest-service,GET,/healthz,healthz,services/scout-ingest-service/main.py,178
scout-ingest-service,GET,/readyz,readyz,services/scout-ingest-service/main.py,183
scout-ingest-service,GET,/internal/scouting/external-observations,read_external_observations,services/scout-ingest-service/main.py,216
scout-ingest-service,POST,/internal/ingest/submissions/odk,ingest_odk_submission,services/scout-ingest-service/main.py,335
scout-ingest-service,POST,/internal/ingest/submissions/kobo,ingest_kobo_submission,services/scout-ingest-service/main.py,344
scout-ingest-service,POST,/internal/seasons,create_season_draft,services/scout-ingest-service/season_api.py,205
scout-ingest-service,PATCH,/internal/seasons/{season_id},patch_season_draft,services/scout-ingest-service/season_api.py,264
scout-ingest-service,POST,/internal/seasons/{season_id}/logbook,upload_logbook,services/scout-ingest-service/season_api.py,306
scout-ingest-service,GET,/internal/seasons/{season_id}/logbook,get_logbook_url,services/scout-ingest-service/season_api.py,368
scout-ingest-service,POST,/internal/seasons/{season_id}/accept,accept_season,services/scout-ingest-service/season_api.py,406
scout-ingest-service,GET,/internal/seasons,list_seasons,services/scout-ingest-service/season_api.py,478
scout-ingest-service,POST,/internal/seasons/{season_id}/events,add_season_event,services/scout-ingest-service/season_api.py,522
scout-ingest-service,POST,/internal/seasons/{season_id}/harvest,set_season_harvest,services/scout-ingest-service/season_api.py,583
scout-ingest-service,POST,/internal/seasons/{season_id}/costs,add_season_cost,services/scout-ingest-service/season_api.py,624
scout-ingest-service,GET,/internal/seasons/{season_id}/detail,season_detail,services/scout-ingest-service/season_api.py,668
soil-service,GET,/runtime-identity,runtime_evidence_identity,services/soil-service/main.py,198
soil-service,POST,/v1/soil/observations,create_observation,services/soil-service/routers/canonical.py,22
soil-service,GET,/v1/fields/{field_id}/soil/observations,observations,services/soil-service/routers/canonical.py,43
soil-service,POST,/v1/fields/{field_id}/soil/profile/rebuild,rebuild_profile,services/soil-service/routers/canonical.py,60
soil-service,GET,/v1/fields/{field_id}/soil/profile,current_profile,services/soil-service/routers/canonical.py,73
soil-service,GET,/v1/fields/{field_id}/soil/profile/history,profile_history,services/soil-service/routers/canonical.py,88
soil-service,POST,/v1/fields/{field_id}/soil/evidence,ingest_typed_evidence,services/soil-service/routers/canonical.py,126
soil-service,GET,/v1/soil/cutover/readiness,soil_cutover_readiness,services/soil-service/routers/canonical.py,167
soil-service,GET,/healthz,health,services/soil-service/routers/health.py,23
soil-service,GET,/readyz,readyz,services/soil-service/routers/health.py,28
soil-service,GET,/v1/soil/projection/status,projection_status,services/soil-service/routers/health.py,47
soil-service,GET,/metrics,metrics,services/soil-service/routers/health.py,56
soil-service,POST,/v1/soil/decode/modbus,decode_modbus,services/soil-service/routers/modbus.py,36
soil-service,POST,/v1/fields/{field_id}/soil/soilgrids-spatial,ingest_soilgrids,services/soil-service/routers/p1_products.py,35
soil-service,POST,/v1/fields/{field_id}/soil/sampling-plans,create_plan,services/soil-service/routers/p1_products.py,83
soil-service,POST,/v1/soil/sampling-plans/{plan_id}/approve,approve_plan,services/soil-service/routers/p1_products.py,100
soil-service,POST,/v1/fields/{field_id}/soil/hydraulic-profile/rebuild,rebuild_hydraulic,services/soil-service/routers/p1_products.py,114
soil-service,POST,/v1/soil/irrigation-water/samples,water_sample,services/soil-service/routers/p1_products.py,128
soil-service,GET,/v1/fields/{field_id}/soil/soilgrids-spatial,current_soilgrids,services/soil-service/routers/p1_products.py,141
soil-service,GET,/v1/fields/{field_id}/soil/sampling-plans/current,current_sampling,services/soil-service/routers/p1_products.py,154
soil-service,GET,/v1/fields/{field_id}/soil/hydraulic-profile,current_hydraulic,services/soil-service/routers/p1_products.py,167
soil-service,GET,/v1/soil/irrigation-water/sources/{source_id}/profile,current_water,services/soil-service/routers/p1_products.py,180
soil-service,POST,/v1/fields/{field_id}/soil/bare-soil-composite,bare,services/soil-service/routers/p2_products.py,48
soil-service,POST,/v1/fields/{field_id}/soil/terrain-derivatives,terrain,services/soil-service/routers/p2_products.py,69
soil-service,POST,/v1/fields/{field_id}/soil/texture-probability,texture,services/soil-service/routers/p2_products.py,87
soil-service,POST,/v1/fields/{field_id}/soil/salinity-assessment,salinity,services/soil-service/routers/p2_products.py,107
soil-service,GET,/v1/fields/{field_id}/soil/bare-soil-composite,get_bare,services/soil-service/routers/p2_products.py,139
soil-service,GET,/v1/fields/{field_id}/soil/terrain-derivatives,get_terrain,services/soil-service/routers/p2_products.py,146
soil-service,GET,/v1/fields/{field_id}/soil/texture-probability,get_texture,services/soil-service/routers/p2_products.py,153
soil-service,GET,/v1/fields/{field_id}/soil/salinity-assessment,get_salinity,services/soil-service/routers/p2_products.py,160
soil-service,POST,/v1/fields/{field_id}/soil/mobile-images/analyze,mobile,services/soil-service/routers/p3_products.py,58
soil-service,POST,/v1/fields/{field_id}/soil/analog-estimate,analog,services/soil-service/routers/p3_products.py,76
soil-service,POST,/v1/fields/{field_id}/soil/drainage-assessment,drainage,services/soil-service/routers/p3_products.py,94
soil-service,POST,/v1/fields/{field_id}/soil/reclamation-assessment,reclamation,services/soil-service/routers/p3_products.py,114
soil-service,POST,/v1/fields/{field_id}/soil/reclamation-economics,economics,services/soil-service/routers/p3_products.py,134
soil-service,GET,/v1/fields/{field_id}/soil/mobile-images/latest,get_mobile,services/soil-service/routers/p3_products.py,166
soil-service,GET,/v1/fields/{field_id}/soil/analog-estimate,get_analog,services/soil-service/routers/p3_products.py,173
soil-service,GET,/v1/fields/{field_id}/soil/drainage-assessment,get_drainage,services/soil-service/routers/p3_products.py,180
soil-service,GET,/v1/fields/{field_id}/soil/reclamation-assessment,get_reclamation,services/soil-service/routers/p3_products.py,187
soil-service,GET,/v1/fields/{field_id}/soil/reclamation-economics,get_economics,services/soil-service/routers/p3_products.py,194
soil-service,GET,/v1/soil/action-policies,policies,services/soil-service/routers/p4_workflow.py,32
soil-service,POST,/v1/fields/{field_id}/soil/actions/{action_type}/evaluate,evaluate,services/soil-service/routers/p4_workflow.py,38
soil-service,POST,/v1/fields/{field_id}/soil/executions,create_execution,services/soil-service/routers/p4_workflow.py,51
soil-service,POST,/v1/fields/{field_id}/soil/verifications,create_verification,services/soil-service/routers/p4_workflow.py,76
soil-service,POST,/v1/fields/{field_id}/soil/outcomes,create_outcome,services/soil-service/routers/p4_workflow.py,95
soil-service,POST,/v1/fields/{field_id}/soil/learning-attributions,create_learning,services/soil-service/routers/p4_workflow.py,114
soil-service,GET,/v1/fields/{field_id}/soil/closed-loop,closed_loop,services/soil-service/routers/p4_workflow.py,139
soil-service,POST,/v1/fields/{field_id}/soil/validations,create_validation,services/soil-service/routers/p5_certification.py,34
soil-service,POST,/v1/soil/calibrations/build,create_calibration,services/soil-service/routers/p5_certification.py,58
soil-service,POST,/v1/soil/calibrations/{calibration_id}/evaluate,evaluate_calibration,services/soil-service/routers/p5_certification.py,92
soil-service,POST,/v1/soil/production-certifications,create_certification,services/soil-service/routers/p5_certification.py,103
soil-service,POST,/v1/soil/learning-datasets,create_learning_dataset,services/soil-service/routers/p5_certification.py,128
soil-service,POST,/v1/soil/runtime-certifications/evaluate,evaluate_certification,services/soil-service/routers/p6_certification.py,21
soil-service,POST,/v1/soil/runtime-certifications/{run_id}/verify,verify_certification,services/soil-service/routers/p6_certification.py,49
soil-service,GET,/v1/soil/runtime-certifications/{run_id},get_certification,services/soil-service/routers/p6_certification.py,60
soil-service,GET,/v1/soil/readings/{field_id},get_readings,services/soil-service/routers/readings.py,23
soil-service,POST,/v1/soil/ingest,ingest_reading,services/soil-service/routers/readings.py,38
soil-service,POST,/v1/soil/suitability,soil_suitability,services/soil-service/routers/soil_profile.py,47
soil-service,GET,/v1/soil/soilgrids,soil_from_soilgrids,services/soil-service/routers/soil_profile.py,58
supervisor-agent,POST,/v1/agent/query,process_query,services/supervisor-agent/routers/agent.py,31
supervisor-agent,POST,/v1/agent/optimize,optimize_farm,services/supervisor-agent/routers/agent.py,96
supervisor-agent,GET,/v1/agent/tools,list_tools,services/supervisor-agent/routers/agent.py,139
supervisor-agent,GET,/v1/agent/journal/{invocation_id},get_journal_replay,services/supervisor-agent/routers/agent.py,161
supervisor-agent,GET,/v1/agent/actuator-audit,get_actuator_audit,services/supervisor-agent/routers/agent.py,185
supervisor-agent,GET,/healthz,healthz,services/supervisor-agent/routers/health.py,21
supervisor-agent,GET,/readyz,readyz,services/supervisor-agent/routers/health.py,26
supervisor-agent,GET,/metrics,metrics,services/supervisor-agent/routers/health.py,34
supervisor-agent,GET,/healthz/deps,healthz_deps,services/supervisor-agent/routers/health.py,43
tts-service,GET,/healthz,health,services/tts-service/routers/health.py,22
tts-service,GET,/readyz,readyz,services/tts-service/routers/health.py,27
tts-service,GET,/metrics,metrics,services/tts-service/routers/health.py,43
tts-service,GET,/v1/tts/voices,list_voices,services/tts-service/routers/tts.py,21
tts-service,GET,/v1/tts/status,tts_status,services/tts-service/routers/tts.py,31
tts-service,POST,/v1/tts/synthesize,synthesize,services/tts-service/routers/tts.py,44
tts-service,POST,/v1/tts/stream,stream,services/tts-service/routers/tts.py,125
vegetation-analysis-service,GET,/v1/analyze,analyze,services/vegetation-analysis-service/routers/analysis.py,22
vegetation-analysis-service,GET,/v1/timeseries/{field_id},timeseries,services/vegetation-analysis-service/routers/analysis.py,46
vegetation-analysis-service,GET,/v1/ndvi/current/{field_id},current_ndvi,services/vegetation-analysis-service/routers/analysis.py,91
vegetation-analysis-service,GET,/v1/all_fields,all_fields,services/vegetation-analysis-service/routers/analysis.py,145
vegetation-analysis-service,GET,/v1/indicators/registry,indicators_registry,services/vegetation-analysis-service/routers/analysis.py,196
vegetation-analysis-service,GET,/v1/indicators/registry/{name},indicator_registry_item,services/vegetation-analysis-service/routers/analysis.py,203
vegetation-analysis-service,POST,/v1/fields/{field_id}/signal-anomalies/detect,detect_signal_anomalies,services/vegetation-analysis-service/routers/anomalies.py,66
vegetation-analysis-service,GET,/v1/fields/{field_id}/signal-anomalies,list_signal_anomalies,services/vegetation-analysis-service/routers/anomalies.py,123
vegetation-analysis-service,POST,/v1/anomalies/{anomaly_ref:path}/transition,transition_anomaly,services/vegetation-analysis-service/routers/anomalies.py,137
vegetation-analysis-service,POST,/v1/anomalies/{anomaly_ref:path}/verification-requests,request_ground_verification,services/vegetation-analysis-service/routers/anomalies.py,161
vegetation-analysis-service,POST,/v1/anomalies/{anomaly_ref:path}/verification-results,accept_verification_result,services/vegetation-analysis-service/routers/anomalies.py,195
vegetation-analysis-service,POST,/v1/fields/{field_id}/baseline-comparisons,baseline_comparisons,services/vegetation-analysis-service/routers/baselines.py,30
vegetation-analysis-service,POST,/v1/anomalies/{anomaly_ref:path}/diagnoses,generate_diagnosis,services/vegetation-analysis-service/routers/diagnoses.py,31
vegetation-analysis-service,POST,/v1/anomalies/{anomaly_ref:path}/decision-referrals,refer_to_decision,services/vegetation-analysis-service/routers/diagnoses.py,55
vegetation-analysis-service,GET,/healthz,healthz,services/vegetation-analysis-service/routers/health.py,21
vegetation-analysis-service,GET,/readyz,readyz,services/vegetation-analysis-service/routers/health.py,26
vegetation-analysis-service,GET,/metrics,metrics,services/vegetation-analysis-service/routers/health.py,58
