service,file,line,method,path,function
sahool-platform,services/sahool-platform/api/routers/fields.py,3643,GET,/api/v1/fields/{field_id}/history,field_history
sahool-platform,services/sahool-platform/api/routers/fields.py,3760,POST,/api/v1/fields/{field_id}/pins,create_pin
sahool-platform,services/sahool-platform/api/routers/fields.py,3843,POST,/api/v1/fields/{field_id}/walk-plan,field_walk_plan
sahool-platform,services/sahool-platform/api/routers/fields.py,3853,POST,/api/v1/fields/{field_id}/walk-plan/pdf,field_walk_plan_pdf
sahool-platform,services/sahool-platform/api/routers/fields.py,3872,POST,/api/v1/fields/{field_id}/zones,field_zones
sahool-platform,services/sahool-platform/api/routers/fields.py,3886,GET,/api/v1/fields/{field_id}/water-stress-spectral,field_water_stress_spectral
sahool-platform,services/sahool-platform/api/routers/fields.py,3918,GET,/api/v1/fields/{field_id}/state,field_canonical_state
sahool-platform,services/sahool-platform/api/routers/fields.py,3946,GET,/api/v1/fields/{field_id}/alerts/derived,field_alerts_derived
sahool-platform,services/sahool-platform/api/routers/fields.py,3972,GET,/api/v1/fields/{field_id}/state/full,field_state_full
sahool-platform,services/sahool-platform/api/routers/fodder_alternatives.py,25,GET,/api/v1/fodder-alternatives/list,fodder_alternatives_list_endpoint
sahool-platform,services/sahool-platform/api/routers/gdd.py,45,POST,/api/v1/gdd/track,gdd_track
sahool-platform,services/sahool-platform/api/routers/geo.py,28,GET,/api/v1/geo/reverse,geo_reverse_endpoint
sahool-platform,services/sahool-platform/api/routers/geo_locate.py,24,GET,/api/v1/geo-locate/field,geo_locate_field_endpoint
sahool-platform,services/sahool-platform/api/routers/geo_locate.py,30,GET,/api/v1/geo-locate/recommend,geo_locate_recommend_endpoint
sahool-platform,services/sahool-platform/api/routers/gis_cloud_native.py,179,GET,/stac,stac_root
sahool-platform,services/sahool-platform/api/routers/gis_cloud_native.py,186,GET,/stac/conformance,stac_conformance
sahool-platform,services/sahool-platform/api/routers/gis_cloud_native.py,193,GET,/stac/queryables,get_stac_queryables
sahool-platform,services/sahool-platform/api/routers/gis_cloud_native.py,200,GET,/stac/collections,list_stac_collections
sahool-platform,services/sahool-platform/api/routers/gis_cloud_native.py,215,POST,/stac/search,stac_search_post
sahool-platform,services/sahool-platform/api/routers/gis_cloud_native.py,245,GET,/scene-ranking,scene_ranking
sahool-platform,services/sahool-platform/api/routers/gis_cloud_native.py,262,GET,/scene-processing-plan,scene_processing_plan
sahool-platform,services/sahool-platform/api/routers/gis_cloud_native.py,279,GET,/tile-cache-plan,get_tile_cache_plan
sahool-platform,services/sahool-platform/api/routers/gis_cloud_native.py,295,GET,/ogc,ogc_root
sahool-platform,services/sahool-platform/api/routers/gis_cloud_native.py,302,GET,/ogc/conformance,ogc_conformance
sahool-platform,services/sahool-platform/api/routers/gis_cloud_native.py,309,GET,/ogc/collections,get_ogc_collections
sahool-platform,services/sahool-platform/api/routers/gis_cloud_native.py,316,GET,/ogc/collections/fields/items,ogc_field_items
sahool-platform,services/sahool-platform/api/routers/gis_cloud_native.py,342,POST,/ai-boundary/plan,plan_ai_boundary_extraction
sahool-platform,services/sahool-platform/api/routers/gis_cloud_native.py,352,POST,/management-zones/summary,summarize_management_zones
sahool-platform,services/sahool-platform/api/routers/gis_cloud_native.py,360,POST,/editing-sessions/undo-redo,editing_session_undo_redo
sahool-platform,services/sahool-platform/api/routers/gis_cloud_native.py,420,POST,/cog-registry,register_cog
sahool-platform,services/sahool-platform/api/routers/gis_cloud_native.py,476,GET,/stac/search,stac_search
sahool-platform,services/sahool-platform/api/routers/gis_cloud_native.py,497,GET,/stac/collections/{collection_id},get_collection
sahool-platform,services/sahool-platform/api/routers/gis_cloud_native.py,513,GET,/mosaicjson,mosaicjson
sahool-platform,services/sahool-platform/api/routers/gis_cloud_native.py,532,GET,/rasters/{raster_id}/tilejson.json,raster_tilejson
sahool-platform,services/sahool-platform/api/routers/gis_cloud_native.py,557,POST,/editing-sessions,upsert_editing_session
sahool-platform,services/sahool-platform/api/routers/gis_cloud_native.py,592,POST,/locks,acquire_geometry_lock
sahool-platform,services/sahool-platform/api/routers/gis_cloud_native.py,628,DELETE,/locks/{field_id},release_geometry_lock
sahool-platform,services/sahool-platform/api/routers/gis_cloud_native.py,646,POST,/geoparquet/export,export_geoparquet
sahool-platform,services/sahool-platform/api/routers/gis_cloud_native.py,672,POST,/phase6/boundaries/extract,phase6_extract_boundary
sahool-platform,services/sahool-platform/api/routers/gis_cloud_native.py,691,POST,/phase6/management-zones/generate,phase6_generate_management_zones
sahool-platform,services/sahool-platform/api/routers/gis_cloud_native.py,707,POST,/phase6/prescriptions/generate,phase6_generate_prescription_map
sahool-platform,services/sahool-platform/api/routers/gis_cloud_native.py,720,POST,/phase6/yield-stability,phase6_yield_stability
sahool-platform,services/sahool-platform/api/routers/gis_cloud_native.py,728,POST,/phase6/profitability-map,phase6_profitability_map
sahool-platform,services/sahool-platform/api/routers/gis_cloud_native.py,740,POST,/phase6/digital-twin/snapshot,phase6_digital_twin_snapshot
sahool-platform,services/sahool-platform/api/routers/gis_kernel.py,118,POST,/api/v1/gis/buffer,gis_buffer
sahool-platform,services/sahool-platform/api/routers/gis_kernel.py,167,POST,/api/v1/gis/union,gis_union
sahool-platform,services/sahool-platform/api/routers/gis_kernel.py,208,POST,/api/v1/gis/split,gis_split
sahool-platform,services/sahool-platform/api/routers/gis_kernel.py,257,POST,/api/v1/gis/validate,gis_validate
sahool-platform,services/sahool-platform/api/routers/harvest_traceability.py,58,POST,/api/v1/harvest-lots,create_harvest_lot
sahool-platform,services/sahool-platform/api/routers/harvest_traceability.py,141,GET,/api/v1/harvest-lots,list_harvest_lots
sahool-platform,services/sahool-platform/api/routers/harvest_traceability.py,177,GET,/api/v1/harvest-lots/{harvest_lot_id},get_harvest_lot
sahool-platform,services/sahool-platform/api/routers/harvest_traceability.py,200,POST,/api/v1/harvest-lots/{harvest_lot_id}/custody-events,add_custody_event
sahool-platform,services/sahool-platform/api/routers/harvest_traceability.py,295,GET,/api/v1/harvest-lots/{harvest_lot_id}/traceability,get_traceability
sahool-platform,services/sahool-platform/api/routers/high_value_crops.py,24,GET,/api/v1/high-value-crops/list,high_value_crops_list_endpoint
sahool-platform,services/sahool-platform/api/routers/high_value_crops.py,30,GET,/api/v1/high-value-crops/detail,high_value_crops_detail_endpoint
sahool-platform,services/sahool-platform/api/routers/indicators.py,35,GET,/api/v1/indicators/catalog,indicators_catalog
sahool-platform,services/sahool-platform/api/routers/indicators.py,47,GET,/api/v1/indicators/map-layers,indicators_map_layers
sahool-platform,services/sahool-platform/api/routers/indicators.py,60,GET,/api/v1/indicators/dashboard,indicators_dashboard
sahool-platform,services/sahool-platform/api/routers/indices.py,22,GET,/api/v1/indices/coverage-report,indices_coverage_report
sahool-platform,services/sahool-platform/api/routers/internal_service.py,18,GET,/internal/fields/{field_id}/state,internal_field_state
sahool-platform,services/sahool-platform/api/routers/internal_service.py,38,POST,/internal/events/ai-advice,internal_ai_advice_event
sahool-platform,services/sahool-platform/api/routers/introduction.py,29,GET,/api/v1/introduction/candidates,introduction_candidates_endpoint
sahool-platform,services/sahool-platform/api/routers/introduction.py,35,GET,/api/v1/introduction/card,introduction_card_endpoint
sahool-platform,services/sahool-platform/api/routers/introduction.py,41,POST,/api/v1/introduction/field-fit,introduction_field_fit_endpoint
sahool-platform,services/sahool-platform/api/routers/inventory.py,40,POST,/api/v1/inventory/items,create_inventory_item
sahool-platform,services/sahool-platform/api/routers/inventory.py,90,GET,/api/v1/inventory/items,list_inventory_items
sahool-platform,services/sahool-platform/api/routers/inventory.py,121,POST,/api/v1/inventory/items/{item_id}/batches,add_inventory_batch
sahool-platform,services/sahool-platform/api/routers/inventory.py,184,GET,/api/v1/inventory/expiring,list_expiring_batches
sahool-platform,services/sahool-platform/api/routers/ipm.py,25,GET,/api/v1/ipm/pests,ipm_pests_endpoint
sahool-platform,services/sahool-platform/api/routers/ipm.py,31,GET,/api/v1/ipm/plan,ipm_plan_endpoint
sahool-platform,services/sahool-platform/api/routers/ipm.py,37,GET,/api/v1/ipm/crop-pests,ipm_crop_pests_endpoint
sahool-platform,services/sahool-platform/api/routers/irrigation.py,100,POST,/api/v1/irrigation/valves,register_valve
sahool-platform,services/sahool-platform/api/routers/irrigation.py,157,GET,/api/v1/irrigation/valves,list_valves
sahool-platform,services/sahool-platform/api/routers/irrigation.py,179,POST,/api/v1/irrigation/valves/{valve_id}/state,set_valve_state
sahool-platform,services/sahool-platform/api/routers/irrigation.py,236,POST,/api/v1/irrigation/schedules,create_schedule
sahool-platform,services/sahool-platform/api/routers/irrigation.py,307,GET,/api/v1/irrigation/schedules,list_schedules
sahool-platform,services/sahool-platform/api/routers/irrigation.py,357,DELETE,/api/v1/irrigation/schedules/{schedule_id},delete_schedule
sahool-platform,services/sahool-platform/api/routers/irrigation.py,372,GET,/api/v1/irrigation/soil-types,irrigation_soil_types_endpoint
sahool-platform,services/sahool-platform/api/routers/irrigation.py,378,GET,/api/v1/irrigation/moisture-decision,irrigation_moisture_decision_endpoint
sahool-platform,services/sahool-platform/api/routers/irrigation.py,397,POST,/api/v1/irrigation/water-analysis,irrigation_water_analysis
sahool-platform,services/sahool-platform/api/routers/irrigation_method.py,25,GET,/api/v1/irrigation-method,list_methods
sahool-platform,services/sahool-platform/api/routers/irrigation_method.py,31,GET,/api/v1/irrigation-method/{method},get_method
sahool-platform,services/sahool-platform/api/routers/irrigation_method.py,43,POST,/api/v1/irrigation-method/gross,compute_gross
sahool-platform,services/sahool-platform/api/routers/irrigation_network.py,55,POST,/api/v1/irrigation/network/feasibility,network_feasibility_endpoint
sahool-platform,services/sahool-platform/api/routers/irrigation_plan.py,111,POST,/api/v1/irrigation-plan,irrigation_plan_endpoint
sahool-platform,services/sahool-platform/api/routers/irrigation_recommendation.py,169,POST,/api/v1/irrigation-recommendation,irrigation_recommendation
sahool-platform,services/sahool-platform/api/routers/irrigation_recommendation.py,245,POST,/api/v1/fields/{field_id}/irrigation-recommendation,field_irrigation_recommendation
sahool-platform,services/sahool-platform/api/routers/kc_timeseries.py,87,POST,/api/v1/agro/kc-timeseries,persist_kc
sahool-platform,services/sahool-platform/api/routers/kc_timeseries.py,140,GET,/api/v1/agro/kc-timeseries/{field_id},list_kc
sahool-platform,services/sahool-platform/api/routers/kc_timeseries.py,156,GET,/api/v1/agro/kc-timeseries/{field_id}/compare,compare_kc
sahool-platform,services/sahool-platform/api/routers/learning.py,32,POST,/api/v1/learning/external-prior-blend,external_prior_blend
sahool-platform,services/sahool-platform/api/routers/learning.py,55,GET,/api/v1/learning/activation-status,learning_activation_status
sahool-platform,services/sahool-platform/api/routers/learning.py,114,GET,/api/v1/learning/prediction-calibration,prediction_calibration_status
sahool-platform,services/sahool-platform/api/routers/learning_summary.py,53,GET,/api/v1/learning/summary,get_learning_summary
sahool-platform,services/sahool-platform/api/routers/lifecycle.py,32,POST,/api/v1/lifecycle/validate-transition,validate_transition
sahool-platform,services/sahool-platform/api/routers/lineage.py,31,GET,/api/v1/lineage/{entity_type}/{entity_id},entity_lineage
sahool-platform,services/sahool-platform/api/routers/market.py,30,GET,/api/v1/market/crop-gap,market_crop_gap
sahool-platform,services/sahool-platform/api/routers/market.py,101,GET,/api/v1/market/crop-classification-readiness,crop_classification_readiness_endpoint
sahool-platform,services/sahool-platform/api/routers/master_data.py,35,POST,/api/v1/master-data,create_master_data
sahool-platform,services/sahool-platform/api/routers/master_data.py,96,GET,/api/v1/master-data,list_master_data
sahool-platform,services/sahool-platform/api/routers/me.py,26,GET,/api/v1/me,me
sahool-platform,services/sahool-platform/api/routers/ndvi_analysis.py,35,POST,/api/v1/fields/{field_id}/ndvi-analysis,field_ndvi_analysis
sahool-platform,services/sahool-platform/api/routers/niche_crops.py,24,GET,/api/v1/niche-crops/list,niche_crops_list_endpoint
sahool-platform,services/sahool-platform/api/routers/niche_crops.py,30,GET,/api/v1/niche-crops/detail,niche_crops_detail_endpoint
sahool-platform,services/sahool-platform/api/routers/nl_gis.py,199,POST,/api/v1/nl-gis/query,nl_gis_query_endpoint
sahool-platform,services/sahool-platform/api/routers/nl_sql.py,71,POST,/api/v1/nl-sql,nl_sql_endpoint
sahool-platform,services/sahool-platform/api/routers/notifications.py,56,GET,/api/v1/notifications/preferences,get_notification_preferences
sahool-platform,services/sahool-platform/api/routers/notifications.py,86,PUT,/api/v1/notifications/preferences,update_notification_preferences
sahool-platform,services/sahool-platform/api/routers/notifications.py,177,POST,/api/v1/notifications/delivery,upsert_notification_delivery
sahool-platform,services/sahool-platform/api/routers/notifications.py,289,WEBSOCKET,/api/v1/notifications/ws,notifications_ws
sahool-platform,services/sahool-platform/api/routers/nutrients.py,31,POST,/api/v1/nutrients/4r-plan,nutrient_4r_plan
sahool-platform,services/sahool-platform/api/routers/observations.py,34,POST,/api/v1/observations,observations
sahool-platform,services/sahool-platform/api/routers/onboarding.py,35,GET,/api/v1/onboarding/questionnaire,onboarding_questionnaire
sahool-platform,services/sahool-platform/api/routers/onboarding.py,46,POST,/api/v1/onboarding/responses,submit_onboarding
sahool-platform,services/sahool-platform/api/routers/onboarding.py,97,GET,/api/v1/onboarding/responses,list_onboarding
sahool-platform,services/sahool-platform/api/routers/operations.py,93,GET,/api/v1/operations/summary,operations_summary_endpoint
sahool-platform,services/sahool-platform/api/routers/orchard.py,24,GET,/api/v1/orchard/plan,orchard_plan_endpoint
sahool-platform,services/sahool-platform/api/routers/orchard.py,30,GET,/api/v1/orchard/economics,orchard_economics_endpoint
sahool-platform,services/sahool-platform/api/routers/outcome.py,43,POST,/api/v1/outcome/measure,measure_decision_outcome
sahool-platform,services/sahool-platform/api/routers/pest_escalation.py,31,POST,/api/v1/pest-escalation/run,pest_escalation_run
sahool-platform,services/sahool-platform/api/routers/phenology.py,159,GET,/api/v1/fields/{field_id}/phenology,field_phenology
sahool-platform,services/sahool-platform/api/routers/phenology.py,181,GET,/api/v1/fields/{field_id}/stage-actions,field_stage_actions
sahool-platform,services/sahool-platform/api/routers/planting.py,30,GET,/api/v1/planting/crops,planting_crops_endpoint
sahool-platform,services/sahool-platform/api/routers/planting.py,36,GET,/api/v1/planting/window,planting_window_endpoint
sahool-platform,services/sahool-platform/api/routers/planting.py,42,GET,/api/v1/planting/check,planting_check_endpoint
sahool-platform,services/sahool-platform/api/routers/platform_health.py,21,GET,/healthz,healthz
sahool-platform,services/sahool-platform/api/routers/platform_health.py,28,GET,/metrics,metrics
sahool-platform,services/sahool-platform/api/routers/platform_health.py,49,GET,/readyz,readyz
sahool-platform,services/sahool-platform/api/routers/policy_learning.py,37,GET,/api/v1/policy-learning/threshold-suggestions,threshold_suggestions
sahool-platform,services/sahool-platform/api/routers/portfolio_command.py,70,POST,/api/v1/portfolio/command,portfolio_command_endpoint
sahool-platform,services/sahool-platform/api/routers/postharvest.py,28,GET,/api/v1/postharvest/moisture-check,postharvest_moisture_endpoint
sahool-platform,services/sahool-platform/api/routers/postharvest.py,34,GET,/api/v1/postharvest/pests,postharvest_pests_endpoint
sahool-platform,services/sahool-platform/api/routers/postharvest.py,40,GET,/api/v1/postharvest/best-practices,postharvest_practices_endpoint
sahool-platform,services/sahool-platform/api/routers/practices.py,25,GET,/api/v1/practices/list,practices_list_endpoint
sahool-platform,services/sahool-platform/api/routers/practices.py,31,GET,/api/v1/practices/guide,practices_guide_endpoint
sahool-platform,services/sahool-platform/api/routers/prescriptions.py,103,POST,/api/v1/fields/{field_id}/prescriptions,create_prescription
sahool-platform,services/sahool-platform/api/routers/prescriptions.py,159,GET,/api/v1/fields/{field_id}/prescriptions,list_prescriptions
sahool-platform,services/sahool-platform/api/routers/prescriptions.py,193,GET,/api/v1/fields/{field_id}/prescriptions/{prescription_id}/export,export_prescription
sahool-platform,services/sahool-platform/api/routers/productivity.py,65,POST,/api/v1/fields/{field_id}/productivity-zones,productivity_zones_endpoint
sahool-platform,services/sahool-platform/api/routers/productivity.py,84,POST,/api/v1/fields/{field_id}/zone-sampling-plan,zone_sampling_plan_endpoint
sahool-platform,services/sahool-platform/api/routers/productivity.py,107,POST,/api/v1/fields/{field_id}/daily-ai-brief,daily_ai_brief_endpoint
sahool-platform,services/sahool-platform/api/routers/propagation.py,30,GET,/api/v1/propagation/methods,propagation_methods_endpoint
sahool-platform,services/sahool-platform/api/routers/propagation.py,36,GET,/api/v1/propagation/method-guide,propagation_method_guide_endpoint
sahool-platform,services/sahool-platform/api/routers/propagation.py,42,GET,/api/v1/propagation/crop,propagation_crop_endpoint
sahool-platform,services/sahool-platform/api/routers/propagation.py,48,GET,/api/v1/propagation/rootstock,propagation_rootstock_endpoint
sahool-platform,services/sahool-platform/api/routers/queue.py,22,GET,/api/v1/queue/status,queue_status
sahool-platform,services/sahool-platform/api/routers/rbac.py,28,GET,/api/v1/rbac/who-can,rbac_who_can
sahool-platform,services/sahool-platform/api/routers/rbac.py,44,GET,/api/v1/rbac/permission-matrix,rbac_permission_matrix
sahool-platform,services/sahool-platform/api/routers/rbac.py,54,GET,/api/v1/rbac/preview-role-change,rbac_preview_role_change
sahool-platform,services/sahool-platform/api/routers/readiness.py,21,GET,/api/v1/admin/readiness,production_readiness
sahool-platform,services/sahool-platform/api/routers/recommendations.py,102,POST,/api/v1/recommendations,recommendations
sahool-platform,services/sahool-platform/api/routers/recommendations.py,128,POST,/api/v1/recommendations/for-field,recommendations_for_field
sahool-platform,services/sahool-platform/api/routers/recommendations.py,188,GET,/api/v1/recommendations/engines,recommendation_engines
sahool-platform,services/sahool-platform/api/routers/recommendations.py,235,POST,/api/v1/recommendations/economic-adaptation,economic_adaptation_endpoint
sahool-platform,services/sahool-platform/api/routers/recommendations.py,253,GET,/api/v1/recommendations/capacity-profiles,capacity_profiles_endpoint
sahool-platform,services/sahool-platform/api/routers/recommendations.py,261,POST,/api/v1/recommendations/candidates,generate_crop_candidates
sahool-platform,services/sahool-platform/api/routers/recommendations.py,326,POST,/api/v1/recommendations/outcomes,record_recommendation_outcome
sahool-platform,services/sahool-platform/api/routers/recommendations.py,421,GET,/api/v1/recommendations/{rec_id},get_recommendation
sahool-platform,services/sahool-platform/api/routers/regional_bulletin.py,53,GET,/api/v1/regional/bulletin,regional_bulletin
sahool-platform,services/sahool-platform/api/routers/regional_calendar.py,20,GET,/api/v1/regional-calendar,regional_calendar
sahool-platform,services/sahool-platform/api/routers/registry.py,32,GET,/api/v1/registry/report-fields,list_registry_report_fields
sahool-platform,services/sahool-platform/api/routers/registry.py,45,GET,/api/v1/registry/workflows,list_registry_workflows
sahool-platform,services/sahool-platform/api/routers/registry.py,58,GET,/api/v1/registry/indices,registry_indices
sahool-platform,services/sahool-platform/api/routers/registry.py,68,GET,/api/v1/registry/device-types,registry_device_types
sahool-platform,services/sahool-platform/api/routers/registry.py,78,GET,/api/v1/registry/events,registry_events
sahool-platform,services/sahool-platform/api/routers/registry.py,88,GET,/api/v1/registry/cost-profiles,registry_cost_profiles
sahool-platform,services/sahool-platform/api/routers/registry.py,98,GET,/api/v1/registry/data-quality-rules,registry_data_quality_rules
sahool-platform,services/sahool-platform/api/routers/replay.py,32,POST,/api/v1/replay/reconstruct,replay_reconstruct
sahool-platform,services/sahool-platform/api/routers/reports.py,41,GET,/api/v1/reports/farm-summary,report_farm_summary
sahool-platform,services/sahool-platform/api/routers/reports.py,96,GET,/api/v1/reports/field/{field_id}/summary,report_field_summary
sahool-platform,services/sahool-platform/api/routers/reports.py,207,GET,/api/v1/fields/{field_id}/sustainability,field_sustainability
sahool-platform,services/sahool-platform/api/routers/reports.py,253,GET,/api/v1/reports/season/{season_id}/summary,report_season_summary
sahool-platform,services/sahool-platform/api/routers/reports.py,308,POST,/api/v1/reports/operation,operation_report_csv
sahool-platform,services/sahool-platform/api/routers/reports.py,358,POST,/api/v1/reports/build,build_report
sahool-platform,services/sahool-platform/api/routers/rotation.py,28,GET,/api/v1/rotation/principles,rotation_principles_endpoint
sahool-platform,services/sahool-platform/api/routers/rotation.py,34,GET,/api/v1/rotation/evaluate,rotation_evaluate
sahool-platform,services/sahool-platform/api/routers/rotation.py,40,GET,/api/v1/rotation/suggest,rotation_suggest
sahool-platform,services/sahool-platform/api/routers/salinity.py,30,POST,/api/v1/salinity/assess,salinity_assess_endpoint
sahool-platform,services/sahool-platform/api/routers/sampling.py,31,GET,/api/v1/sampling/strategy,sampling_strategy
sahool-platform,services/sahool-platform/api/routers/scenario.py,114,POST,/api/v1/scenario/water-twin,scenario_water_twin
sahool-platform,services/sahool-platform/api/routers/scenario.py,143,POST,/api/v1/scenario/temperature,scenario_temperature
sahool-platform,services/sahool-platform/api/routers/scenario.py,186,POST,/api/v1/scenario/planting-date,scenario_planting_date
sahool-platform,services/sahool-platform/api/routers/scenario.py,236,POST,/api/v1/scenario/rainfall,scenario_rainfall
sahool-platform,services/sahool-platform/api/routers/scouting.py,78,GET,/api/v1/scouting/pins,list_scouting_pins
sahool-platform,services/sahool-platform/api/routers/scouting.py,114,GET,/api/v1/scouting/taxonomy,scouting_taxonomy
sahool-platform,services/sahool-platform/api/routers/season_workspace.py,219,GET,/api/v1/fields/{field_id}/season-workspace,season_workspace
sahool-platform,services/sahool-platform/api/routers/seasonal_risk.py,28,GET,/api/v1/seasonal-risk/calendar,seasonal_risk_calendar_endpoint
sahool-platform,services/sahool-platform/api/routers/seasonal_risk.py,34,GET,/api/v1/seasonal-risk/stage-check,seasonal_risk_stage_endpoint
sahool-platform,services/sahool-platform/api/routers/seasonal_risk.py,40,GET,/api/v1/seasonal-risk/chill-hours,seasonal_risk_chill_endpoint
sahool-platform,services/sahool-platform/api/routers/seasons.py,36,POST,/api/v1/seasons/{season_id}/simulate,simulate_season_endpoint
sahool-platform,services/sahool-platform/api/routers/seasons.py,251,GET,/api/v1/fields/{field_id}/seasons/{season_id}/state,field_season_state_endpoint
sahool-platform,services/sahool-platform/api/routers/security_audit.py,19,GET,/api/v1/admin/security/denials,security_denials
sahool-platform,services/sahool-platform/api/routers/seed.py,30,GET,/api/v1/seed/criteria,seed_criteria_endpoint
sahool-platform,services/sahool-platform/api/routers/seed.py,36,POST,/api/v1/seed/evaluate-source,seed_evaluate_endpoint
sahool-platform,services/sahool-platform/api/routers/seed.py,42,GET,/api/v1/seed/germination-rate,seed_germination_endpoint
sahool-platform,services/sahool-platform/api/routers/seed.py,50,GET,/api/v1/seed/storage-check,seed_storage_endpoint
sahool-platform,services/sahool-platform/api/routers/seed.py,58,GET,/api/v1/seed/sowing-depth,seed_sowing_depth_endpoint
sahool-platform,services/sahool-platform/api/routers/service_proxy.py,104,ANY,/api/edge/{path:path},proxy_edge
sahool-platform,services/sahool-platform/api/routers/service_proxy.py,119,ANY,/api/soil/{path:path},proxy_soil
sahool-platform,services/sahool-platform/api/routers/service_proxy.py,134,ANY,/api/segmentation/{path:path},proxy_segmentation
sahool-platform,services/sahool-platform/api/routers/settings.py,30,PUT,/api/v1/settings,upsert_setting
sahool-platform,services/sahool-platform/api/routers/settings.py,63,GET,/api/v1/settings,list_settings
sahool-platform,services/sahool-platform/api/routers/sharing.py,46,POST,/api/v1/sharing/generate-key,generate_share_key
sahool-platform,services/sahool-platform/api/routers/sharing.py,86,POST,/api/v1/sharing/keys,create_sharing_key
sahool-platform,services/sahool-platform/api/routers/sharing.py,117,GET,/api/v1/sharing/keys,list_sharing_keys
sahool-platform,services/sahool-platform/api/routers/simulate.py,28,POST,/api/v1/simulate/what-if,simulate_what_if
sahool-platform,services/sahool-platform/api/routers/soil_sampling.py,28,GET,/api/v1/soil-sampling/subsamples,soil_subsamples_endpoint
sahool-platform,services/sahool-platform/api/routers/soil_sampling.py,34,GET,/api/v1/soil-sampling/depth,soil_depth_endpoint
sahool-platform,services/sahool-platform/api/routers/soil_sampling.py,40,GET,/api/v1/soil-sampling/protocol,soil_protocol_endpoint
sahool-platform,services/sahool-platform/api/routers/soil_sampling.py,96,GET,/api/v1/lab/samples,list_lab_samples
sahool-platform,services/sahool-platform/api/routers/soil_sampling.py,107,POST,/api/v1/lab/samples,create_lab_sample
sahool-platform,services/sahool-platform/api/routers/soil_sampling.py,119,POST,/api/v1/lab/soil-results,submit_soil_lab_result
sahool-platform,services/sahool-platform/api/routers/soil_sampling.py,142,POST,/api/v1/lab/water-results,submit_water_lab_result
sahool-platform,services/sahool-platform/api/routers/soil_sampling.py,162,GET,/api/v1/fields/{field_id}/lab-context,field_lab_context
sahool-platform,services/sahool-platform/api/routers/sync.py,60,GET,/api/v1/sync/manifest,sync_manifest
sahool-platform,services/sahool-platform/api/routers/sync.py,70,GET,/api/v1/sync/status,sync_status
sahool-platform,services/sahool-platform/api/routers/sync.py,92,POST,/api/v1/sync,sync
sahool-platform,services/sahool-platform/api/routers/tasks.py,37,GET,/api/v1/tasks,list_tasks
sahool-platform,services/sahool-platform/api/routers/tasks.py,62,PATCH,/api/v1/tasks/{task_id},update_task
sahool-platform,services/sahool-platform/api/routers/temporal.py,34,POST,/api/v1/temporal/check,temporal_check
sahool-platform,services/sahool-platform/api/routers/temporal.py,60,POST,/api/v1/temporal/coherence,temporal_coherence
sahool-platform,services/sahool-platform/api/routers/tenant.py,29,GET,/api/v1/tenant/config,get_tenant_config
sahool-platform,services/sahool-platform/api/routers/trials.py,30,POST,/api/v1/trials/analyze,analyze_trial
sahool-platform,services/sahool-platform/api/routers/water_balance.py,66,POST,/api/v1/water-balance,compute_water_balance
sahool-platform,services/sahool-platform/api/routers/water_harvesting.py,28,GET,/api/v1/water-harvesting/potential,water_potential_endpoint
sahool-platform,services/sahool-platform/api/routers/water_harvesting.py,36,GET,/api/v1/water-harvesting/methods,water_methods_endpoint
sahool-platform,services/sahool-platform/api/routers/water_harvesting.py,42,GET,/api/v1/water-harvesting/method-guide,water_method_guide_endpoint
sahool-platform,services/sahool-platform/api/routers/water_harvesting.py,48,GET,/api/v1/water-harvesting/upstream-flood,water_upstream_flood_endpoint
sahool-platform,services/sahool-platform/api/routers/water_ledger.py,78,POST,/api/v1/fields/{field_id}/water-ledger,upsert_water_ledger
sahool-platform,services/sahool-platform/api/routers/water_ledger.py,145,GET,/api/v1/fields/{field_id}/water-ledger,list_water_ledger
sahool-platform,services/sahool-platform/api/routers/water_ledger.py,197,GET,/api/v1/fields/{field_id}/water-efficiency,field_water_efficiency
sahool-platform,services/sahool-platform/api/routers/water_sensitivity.py,38,GET,/api/v1/water-sensitivity/crops,water_sensitivity_crops
sahool-platform,services/sahool-platform/api/routers/water_sensitivity.py,44,GET,/api/v1/water-sensitivity/calendar,water_sensitivity_calendar
sahool-platform,services/sahool-platform/api/routers/water_sensitivity.py,53,GET,/api/v1/water-sensitivity/wheat-calendar,water_sensitivity_wheat_calendar
sahool-platform,services/sahool-platform/api/routers/water_sensitivity.py,59,POST,/api/v1/water-sensitivity/stress-risk,water_sensitivity_stress
sahool-platform,services/sahool-platform/api/routers/water_sensitivity.py,68,POST,/api/v1/water-sensitivity/integrated-advice,water_sensitivity_integrated
sahool-platform,services/sahool-platform/api/routers/water_twin.py,146,POST,/api/v1/fields/{field_id}/water-twin,field_water_twin
sahool-platform,services/sahool-platform/api/routers/weather.py,1928,GET,/api/v1/weather/health,weather_health
sahool-platform,services/sahool-platform/api/routers/weather.py,1946,GET,/api/v1/weather/readyz,weather_readyz
sahool-platform,services/sahool-platform/api/routers/weather.py,1960,GET,/api/v1/weather/self-test,weather_self_test
sahool-platform,services/sahool-platform/api/routers/weather.py,1970,GET,/api/v1/weather/wind-source-selftest,weather_wind_source_selftest
sahool-platform,services/sahool-platform/api/routers/weather.py,2025,GET,/api/v1/weather/runtime-contract,weather_runtime_contract
sahool-platform,services/sahool-platform/api/routers/weather.py,2038,GET,/api/v1/weather/env-doctor,weather_env_doctor
