service,file,line,method,path,function
sahool-platform,services/sahool-platform/api/routers/agro_zones.py,41,GET,/api/v1/agro-zones/identify,agro_zone_identify_endpoint
sahool-platform,services/sahool-platform/api/routers/agro_zones.py,47,GET,/api/v1/agro-zones/suited-crops,agro_zone_suited_endpoint
sahool-platform,services/sahool-platform/api/routers/agro_zones.py,53,GET,/api/v1/agro-zones/by-elevation,agro_zone_elevation_endpoint
sahool-platform,services/sahool-platform/api/routers/agro_zones.py,61,GET,/api/v1/agro-zones/identify-smart,agro_zone_identify_smart_endpoint
sahool-platform,services/sahool-platform/api/routers/agronomic_replay.py,54,GET,/api/v1/fields/{field_id}/agronomic-replay,agronomic_replay_endpoint
sahool-platform,services/sahool-platform/api/routers/ai_models.py,21,GET,/api/v1/ai/models,list_ai_models
sahool-platform,services/sahool-platform/api/routers/alerts.py,51,GET,/api/v1/alerts,list_alerts
sahool-platform,services/sahool-platform/api/routers/alerts.py,98,POST,/api/v1/alerts,create_alert
sahool-platform,services/sahool-platform/api/routers/alerts.py,205,PATCH,/api/v1/alerts/{alert_id}/acknowledge,acknowledge_alert
sahool-platform,services/sahool-platform/api/routers/analytics.py,29,GET,/api/v1/analytics/costs,analytics_costs
sahool-platform,services/sahool-platform/api/routers/analytics.py,57,GET,/api/v1/analytics/costs/by-field,analytics_costs_by_field
sahool-platform,services/sahool-platform/api/routers/aromatic_crops.py,25,GET,/api/v1/aromatic-crops/list,aromatic_crops_list_endpoint
sahool-platform,services/sahool-platform/api/routers/astronomical_timing.py,29,GET,/api/v1/astronomical-timing/stars,astronomical_stars
sahool-platform,services/sahool-platform/api/routers/astronomical_timing.py,35,POST,/api/v1/astronomical-timing/cross-check,astronomical_cross_check
sahool-platform,services/sahool-platform/api/routers/auth.py,47,POST,/api/v1/auth/login,login
sahool-platform,services/sahool-platform/api/routers/auth.py,91,GET,/api/v1/auth/me,auth_me
sahool-platform,services/sahool-platform/api/routers/auth.py,104,POST,/api/v1/auth/logout,auth_logout
sahool-platform,services/sahool-platform/api/routers/auth.py,132,POST,/api/v1/auth/signup,auth_signup
sahool-platform,services/sahool-platform/api/routers/automation.py,42,GET,/api/v1/automation/scheduler-status,scheduler_status_endpoint
sahool-platform,services/sahool-platform/api/routers/automation.py,57,GET,/api/v1/automation/runs,automation_runs_endpoint
sahool-platform,services/sahool-platform/api/routers/automation.py,76,POST,/api/v1/automation/weather/register,weather_register_endpoint
sahool-platform,services/sahool-platform/api/routers/automation.py,99,GET,/api/v1/automation/weather/cached,weather_cached_endpoint
sahool-platform,services/sahool-platform/api/routers/automation.py,118,GET,/api/v1/automation/weather/status,weather_automation_status_endpoint
sahool-platform,services/sahool-platform/api/routers/automation.py,126,POST,/api/v1/automation/imagery/register-field,imagery_register_field_endpoint
sahool-platform,services/sahool-platform/api/routers/automation.py,152,GET,/api/v1/automation/imagery/status,imagery_automation_status_endpoint
sahool-platform,services/sahool-platform/api/routers/automation.py,164,POST,/api/v1/automation/alerts/run,automation_run_alerts_endpoint
sahool-platform,services/sahool-platform/api/routers/boundaries.py,36,PATCH,/api/v1/fields/{field_id}/boundary/review,review_field_boundary
sahool-platform,services/sahool-platform/api/routers/boundaries.py,79,POST,/api/v1/fields/{field_id}/boundary/score,score_field_boundary
sahool-platform,services/sahool-platform/api/routers/boundaries.py,181,POST,/api/v1/fields/{field_id}/boundary/clean,clean_field_boundary
sahool-platform,services/sahool-platform/api/routers/boundaries.py,244,POST,/api/v1/fields/boundary-graph/rebuild,rebuild_boundary_graph
sahool-platform,services/sahool-platform/api/routers/boundaries.py,265,GET,/api/v1/fields/{field_id}/boundary-graph,get_field_boundary_graph
sahool-platform,services/sahool-platform/api/routers/break_glass.py,141,POST,/api/v1/admin/break-glass,request_break_glass
sahool-platform,services/sahool-platform/api/routers/break_glass.py,318,GET,/api/v1/admin/break-glass/{token}/fields,break_glass_read_fields
sahool-platform,services/sahool-platform/api/routers/break_glass.py,358,DELETE,/api/v1/admin/break-glass/{grant_id},revoke_break_glass
sahool-platform,services/sahool-platform/api/routers/calendars.py,21,GET,/api/v1/calendars/today,calendars_today
sahool-platform,services/sahool-platform/api/routers/calendars.py,53,GET,/api/v1/calendars/lunar-mansions,calendars_lunar_mansions
sahool-platform,services/sahool-platform/api/routers/calendars.py,61,GET,/api/v1/calendars/himyarite-months,calendars_himyarite_months
sahool-platform,services/sahool-platform/api/routers/calendars.py,69,GET,/api/v1/calendars/regional-profiles,calendars_regional_profiles
sahool-platform,services/sahool-platform/api/routers/calendars.py,77,GET,/api/v1/calendars/context,calendars_context
sahool-platform,services/sahool-platform/api/routers/calibration.py,95,GET,/api/v1/calibration,list_calibration
sahool-platform,services/sahool-platform/api/routers/calibration.py,106,GET,/api/v1/calibration/{region},get_region_calibration
sahool-platform,services/sahool-platform/api/routers/calibration.py,124,POST,/api/v1/calibration/{region}/evidence,compute_region_evidence
sahool-platform,services/sahool-platform/api/routers/calibration.py,144,GET,/api/v1/calibration/{region}/evidence/persisted,get_persisted_region_evidence
sahool-platform,services/sahool-platform/api/routers/calibration.py,196,POST,/api/v1/calibration/feedback,compute_learning_feedback
sahool-platform,services/sahool-platform/api/routers/calibration.py,214,POST,/api/v1/calibration/{region}/adapt,propose_region_adaptation
sahool-platform,services/sahool-platform/api/routers/calibration.py,247,POST,/api/v1/calibration/{region}/adapt-from-evidence,propose_region_adaptation_from_evidence
sahool-platform,services/sahool-platform/api/routers/calibration.py,302,POST,/api/v1/calibration/{region}/adapt-from-evidence/apply,apply_region_adaptation_from_evidence
sahool-platform,services/sahool-platform/api/routers/calibration.py,420,POST,/api/v1/calibration/{region}/propose-values,propose_region_values
sahool-platform,services/sahool-platform/api/routers/calibration.py,443,POST,/api/v1/calibration/{region}/override,set_region_override
sahool-platform,services/sahool-platform/api/routers/calibration.py,509,GET,/api/v1/calibration/{region}/resolved,get_resolved_region_calibration
sahool-platform,services/sahool-platform/api/routers/calibration.py,538,GET,/api/v1/calibration/overrides/all,list_region_overrides
sahool-platform,services/sahool-platform/api/routers/calibration.py,571,DELETE,/api/v1/calibration/{region}/override,delete_region_override
sahool-platform,services/sahool-platform/api/routers/calibration.py,617,GET,/api/v1/calibration/{region}/audit,get_region_calibration_audit
sahool-platform,services/sahool-platform/api/routers/cameras.py,37,POST,/api/v1/cameras/register,cameras_register
sahool-platform,services/sahool-platform/api/routers/cameras.py,58,POST,/api/v1/cameras/snapshot-evidence,cameras_snapshot_evidence
sahool-platform,services/sahool-platform/api/routers/capabilities.py,22,GET,/api/v1/capabilities,list_capabilities
sahool-platform,services/sahool-platform/api/routers/chemical_safety.py,31,POST,/api/v1/chemical-safety/check,chemical_safety_check
sahool-platform,services/sahool-platform/api/routers/chemical_safety.py,40,GET,/api/v1/chemical-safety/banned,chemical_safety_banned
sahool-platform,services/sahool-platform/api/routers/climate_analogs.py,28,GET,/api/v1/climate-analogs/list,climate_analogs_list_endpoint
sahool-platform,services/sahool-platform/api/routers/climate_analogs.py,34,GET,/api/v1/climate-analogs/detail,climate_analogs_detail_endpoint
sahool-platform,services/sahool-platform/api/routers/climate_analogs.py,40,GET,/api/v1/climate-analogs/desert-crops,climate_analogs_crops_endpoint
sahool-platform,services/sahool-platform/api/routers/climate_analogs.py,46,GET,/api/v1/climate-analogs/strategic-tiers,climate_analogs_strategic_endpoint
sahool-platform,services/sahool-platform/api/routers/climate_analogs.py,54,GET,/api/v1/climate-analogs/strategy,climate_analogs_strategy_endpoint
sahool-platform,services/sahool-platform/api/routers/coffee.py,34,GET,/api/v1/coffee/site-suitability,coffee_site_endpoint
sahool-platform,services/sahool-platform/api/routers/coffee.py,40,GET,/api/v1/coffee/guide,coffee_guide_endpoint
sahool-platform,services/sahool-platform/api/routers/coffee.py,46,GET,/api/v1/coffee/varieties,coffee_varieties_endpoint
sahool-platform,services/sahool-platform/api/routers/coffee.py,52,GET,/api/v1/coffee/pests,coffee_pests_endpoint
sahool-platform,services/sahool-platform/api/routers/commands.py,31,GET,/api/v1/commands/{command_id},get_command
sahool-platform,services/sahool-platform/api/routers/compat_gateway.py,31,GET,/api/indicators/readyz,indicators_readyz_alias
sahool-platform,services/sahool-platform/api/routers/compat_gateway.py,37,GET,/api/weather/readyz,weather_readyz_alias
sahool-platform,services/sahool-platform/api/routers/compat_gateway.py,43,GET,/api/vegetation/readyz,vegetation_readyz_alias
sahool-platform,services/sahool-platform/api/routers/compat_gateway.py,48,GET,/api/agent/health,agent_health_alias
sahool-platform,services/sahool-platform/api/routers/compat_gateway.py,53,GET,/api/vegetation/v1/all_fields,vegetation_all_fields_passthrough
sahool-platform,services/sahool-platform/api/routers/compat_gateway.py,80,GET,/api/vegetation/v1/analyze,vegetation_analyze_passthrough
sahool-platform,services/sahool-platform/api/routers/compat_gateway.py,114,GET,/api/raster/{path:path},raster_api_passthrough
sahool-platform,services/sahool-platform/api/routers/confidence.py,35,POST,/api/v1/confidence/ndvi,ndvi_confidence
sahool-platform,services/sahool-platform/api/routers/confidence.py,54,POST,/api/v1/confidence/irrigation,irrigation_rec_confidence
sahool-platform,services/sahool-platform/api/routers/confidence_gate.py,27,POST,/api/v1/confidence-gate,confidence_gate
sahool-platform,services/sahool-platform/api/routers/consistency.py,35,GET,/api/v1/consistency/irrigation,consistency_irrigation_endpoint
sahool-platform,services/sahool-platform/api/routers/consistency.py,57,GET,/api/v1/consistency/freshness,consistency_freshness_endpoint
sahool-platform,services/sahool-platform/api/routers/crop_cards.py,33,GET,/api/v1/crop-cards,crop_cards_index
sahool-platform,services/sahool-platform/api/routers/crop_cards.py,58,GET,/api/v1/crop-cards/crop/{crop_id},crop_card_detail
sahool-platform,services/sahool-platform/api/routers/crop_cards.py,70,GET,/api/v1/crop-cards/variety/{variety_id},variety_card_detail
sahool-platform,services/sahool-platform/api/routers/crop_cards.py,83,GET,/api/v1/crop-cards/variety/{variety_id}/salinity-suitability,variety_salinity_suitability
sahool-platform,services/sahool-platform/api/routers/crop_cards.py,96,GET,/api/v1/crop-cards/variety/{variety_id}/expected-harvest,variety_expected_harvest
sahool-platform,services/sahool-platform/api/routers/crop_cards.py,113,GET,/api/v1/crop-cards/variety/{variety_id}/disease-watch,variety_disease_watch_endpoint
sahool-platform,services/sahool-platform/api/routers/crop_operations.py,24,GET,/api/v1/crops/{crop_id}/operations-calendar,crop_operations_calendar_endpoint
sahool-platform,services/sahool-platform/api/routers/crop_suitability.py,31,POST,/api/v1/crop-suitability,crop_suitability
sahool-platform,services/sahool-platform/api/routers/crop_twin.py,187,POST,/api/v1/crop-twin/compose,compose_crop_twin
sahool-platform,services/sahool-platform/api/routers/crop_twin.py,278,POST,/api/v1/crop-twin/decision,crop_decision_endpoint
sahool-platform,services/sahool-platform/api/routers/crop_twin.py,405,POST,/api/v1/crop-twin/decision/profit-aware,profit_aware_decision_endpoint
sahool-platform,services/sahool-platform/api/routers/crops.py,26,GET,/api/v1/crops/drought-resilience,crop_drought_resilience
sahool-platform,services/sahool-platform/api/routers/crops.py,47,GET,/api/v1/crops/compare-drought-resilience,compare_drought_resilience
sahool-platform,services/sahool-platform/api/routers/cultural_calendar.py,24,GET,/api/v1/cultural-calendar,cultural_calendar
sahool-platform,services/sahool-platform/api/routers/data_readiness.py,30,POST,/api/v1/data-readiness,data_readiness
sahool-platform,services/sahool-platform/api/routers/decision.py,33,GET,/api/v1/decision/for-location,decision_for_location_endpoint
sahool-platform,services/sahool-platform/api/routers/decision.py,48,GET,/api/v1/decision/explain,decision_explain_endpoint
sahool-platform,services/sahool-platform/api/routers/decision_confidence.py,74,GET,/api/v1/fields/{field_id}/decision-confidence,decision_confidence_endpoint
sahool-platform,services/sahool-platform/api/routers/decision_dispatch.py,125,POST,/api/v1/decision/unified,unified_decision_endpoint
sahool-platform,services/sahool-platform/api/routers/decision_dispatch.py,194,POST,/api/v1/decision/dispatch/evaluate,evaluate_dispatch_endpoint
sahool-platform,services/sahool-platform/api/routers/decision_dispatch.py,243,POST,/api/v1/decision/dispatch/execute,execute_dispatch_endpoint
sahool-platform,services/sahool-platform/api/routers/decision_dispatch.py,426,POST,/api/v1/decision/dispatch/consume,consume_dispatch_queue
sahool-platform,services/sahool-platform/api/routers/decision_dispatch.py,473,GET,/api/v1/decision/dispatch/decisions,list_dispatch_decisions
sahool-platform,services/sahool-platform/api/routers/decision_dispatch.py,505,GET,/api/v1/decision/dispatch/queue,list_dispatch_queue
sahool-platform,services/sahool-platform/api/routers/decision_dispatch.py,561,POST,/api/v1/decision/ledger,record_execution_outcome
sahool-platform,services/sahool-platform/api/routers/decision_dispatch.py,656,GET,/api/v1/decision/ledger,list_execution_ledger
sahool-platform,services/sahool-platform/api/routers/decision_explain.py,63,GET,/api/v1/decision/{decision_id}/explain,explain_decision_endpoint
sahool-platform,services/sahool-platform/api/routers/decision_impact.py,103,GET,/api/v1/decision/impact,get_impact
sahool-platform,services/sahool-platform/api/routers/decision_impact.py,119,GET,/api/v1/decision/learning,get_learning
sahool-platform,services/sahool-platform/api/routers/decision_impact.py,142,GET,/api/v1/decision/economics,get_decision_economics
sahool-platform,services/sahool-platform/api/routers/decision_policies.py,82,POST,/api/v1/decision/policies,create_policy
sahool-platform,services/sahool-platform/api/routers/decision_policies.py,113,GET,/api/v1/decision/policies,list_policies
sahool-platform,services/sahool-platform/api/routers/decision_policies.py,148,POST,/api/v1/decision/policies/resolve,resolve_policy_endpoint
sahool-platform,services/sahool-platform/api/routers/decision_record.py,325,POST,/api/v1/decision/record,record_decision
sahool-platform,services/sahool-platform/api/routers/decision_record.py,427,POST,/api/v1/outcome/record,record_outcome
sahool-platform,services/sahool-platform/api/routers/decision_record.py,533,GET,/api/v1/decision/{decision_id}/lineage,get_decision_lineage
sahool-platform,services/sahool-platform/api/routers/decision_record.py,573,GET,/api/v1/decision/records,list_decision_records
sahool-platform,services/sahool-platform/api/routers/decision_record.py,624,GET,/api/v1/field/{field_id}/lineage,get_field_lineage
sahool-platform,services/sahool-platform/api/routers/device_twin.py,79,GET,/api/v1/devices/twin,device_twin_endpoint
sahool-platform,services/sahool-platform/api/routers/devices.py,42,POST,/api/v1/devices,register_device
sahool-platform,services/sahool-platform/api/routers/devices.py,97,GET,/api/v1/devices,list_devices
sahool-platform,services/sahool-platform/api/routers/devices.py,123,POST,/api/v1/devices/{device_id}/telemetry,ingest_telemetry
sahool-platform,services/sahool-platform/api/routers/devices.py,167,GET,/api/v1/devices/{device_id}/telemetry,list_telemetry
sahool-platform,services/sahool-platform/api/routers/devices.py,192,GET,/api/v1/devices/fleet-health,devices_fleet_health
sahool-platform,services/sahool-platform/api/routers/diagnose.py,32,POST,/api/v1/diagnose,diagnose_symptoms
sahool-platform,services/sahool-platform/api/routers/diagnose.py,91,GET,/api/v1/diagnose/symptoms,diagnosis_symptom_catalog
sahool-platform,services/sahool-platform/api/routers/districts.py,25,GET,/api/v1/districts,districts_index
sahool-platform,services/sahool-platform/api/routers/districts.py,48,GET,/api/v1/districts/{district_id},district_detail
sahool-platform,services/sahool-platform/api/routers/districts.py,60,GET,/api/v1/districts/{district_id}/active-pests,district_active_pests
sahool-platform,services/sahool-platform/api/routers/documents.py,36,POST,/api/v1/documents,register_document
sahool-platform,services/sahool-platform/api/routers/documents.py,88,GET,/api/v1/documents,list_documents
sahool-platform,services/sahool-platform/api/routers/documents.py,127,GET,/api/v1/documents/{doc_id},get_document
sahool-platform,services/sahool-platform/api/routers/drawing_features.py,413,GET,/api/v1/fields/{field_id}/drawing-features,list_field_drawing_features
sahool-platform,services/sahool-platform/api/routers/drawing_features.py,445,POST,/api/v1/drawing-features/validate,validate_drawing_feature_topology
sahool-platform,services/sahool-platform/api/routers/drawing_features.py,468,POST,/api/v1/drawing-features,create_drawing_feature
sahool-platform,services/sahool-platform/api/routers/drawing_features.py,536,PATCH,/api/v1/drawing-features/{feature_id},update_drawing_feature
sahool-platform,services/sahool-platform/api/routers/drawing_features.py,636,DELETE,/api/v1/drawing-features/{feature_id},delete_drawing_feature
sahool-platform,services/sahool-platform/api/routers/economics.py,26,GET,/api/v1/economics/cost-categories,economics_categories_endpoint
sahool-platform,services/sahool-platform/api/routers/economics.py,32,POST,/api/v1/economics/feasibility,economics_feasibility_endpoint
sahool-platform,services/sahool-platform/api/routers/economics.py,46,GET,/api/v1/economics/break-even,economics_break_even_endpoint
sahool-platform,services/sahool-platform/api/routers/edge.py,25,POST,/api/v1/edge/sync,edge_sync_receive
sahool-platform,services/sahool-platform/api/routers/edge.py,25,POST,/v1/edge/sync,edge_sync_receive
sahool-platform,services/sahool-platform/api/routers/equipment.py,38,POST,/api/v1/equipment,create_equipment
sahool-platform,services/sahool-platform/api/routers/equipment.py,93,GET,/api/v1/equipment,list_equipment
sahool-platform,services/sahool-platform/api/routers/equipment.py,113,POST,/api/v1/equipment/{equipment_id}/maintenance,log_maintenance
sahool-platform,services/sahool-platform/api/routers/equipment.py,179,GET,/api/v1/equipment/{equipment_id}/maintenance,list_maintenance
sahool-platform,services/sahool-platform/api/routers/escalation.py,23,POST,/api/v1/escalation/assess,escalation_assess
sahool-platform,services/sahool-platform/api/routers/etc_dual.py,227,POST,/api/v1/fields/{field_id}/etc-dual,field_etc_dual
sahool-platform,services/sahool-platform/api/routers/events.py,32,GET,/api/v1/events/{entity_type}/{entity_id},entity_events
sahool-platform,services/sahool-platform/api/routers/evidence.py,26,POST,/api/v1/evidence/corroborate,evidence_corroborate
sahool-platform,services/sahool-platform/api/routers/evidence_map.py,87,GET,/api/v1/evidence/map,evidence_map_endpoint
sahool-platform,services/sahool-platform/api/routers/execution_feedback.py,50,GET,/api/v1/execution/feedback,execution_feedback_endpoint
sahool-platform,services/sahool-platform/api/routers/execution_lineage.py,61,POST,/api/v1/lineage/link,link_lineage_ref
sahool-platform,services/sahool-platform/api/routers/execution_lineage.py,121,GET,/api/v1/lineage/{lineage_id},get_lineage_chain
sahool-platform,services/sahool-platform/api/routers/failures.py,30,POST,/api/v1/failures/check,check_failures
sahool-platform,services/sahool-platform/api/routers/farm_operations_ledger.py,211,POST,/api/v1/farm-ledger/operations,create_operation_ledger_record
sahool-platform,services/sahool-platform/api/routers/farm_operations_ledger.py,354,GET,/api/v1/farm-ledger/operations,list_operation_ledger_records
sahool-platform,services/sahool-platform/api/routers/farm_operations_ledger.py,402,GET,/api/v1/farm-ledger/summary,farm_ledger_summary
sahool-platform,services/sahool-platform/api/routers/farm_operations_ledger.py,528,POST,/api/v1/farm-ledger/budgets,upsert_season_budget_lines
sahool-platform,services/sahool-platform/api/routers/farm_operations_ledger.py,609,GET,/api/v1/farm-ledger/budgets/{season_id},get_season_budget
sahool-platform,services/sahool-platform/api/routers/farm_operations_ledger.py,637,POST,/api/v1/farm-ledger/revenues,create_revenue_record
sahool-platform,services/sahool-platform/api/routers/farm_operations_ledger.py,729,GET,/api/v1/farm-ledger/variance/{season_id},get_budget_variance
sahool-platform,services/sahool-platform/api/routers/farm_operations_ledger.py,757,GET,/api/v1/farm-ledger/profitability/{season_id},get_season_profitability
sahool-platform,services/sahool-platform/api/routers/farm_operations_ledger.py,792,GET,/api/v1/farm-ledger/erp-projection/{season_id},get_erp_projection
sahool-platform,services/sahool-platform/api/routers/farm_operations_ledger.py,864,POST,/api/v1/farm-ledger/autowrite-preview,operation_autowrite_preview
sahool-platform,services/sahool-platform/api/routers/farm_operations_ledger.py,912,GET,/api/v1/farm-ledger/inventory-projection/{season_id},get_inventory_projection
sahool-platform,services/sahool-platform/api/routers/farm_operations_ledger.py,1003,GET,/api/v1/farm-ledger/economic-state/{season_id},get_economic_state
sahool-platform,services/sahool-platform/api/routers/farms.py,36,POST,/api/v1/farms,create_farm
sahool-platform,services/sahool-platform/api/routers/farms.py,105,GET,/api/v1/farms,list_farms
sahool-platform,services/sahool-platform/api/routers/farms.py,140,GET,/api/v1/farms/{farm_id}/fields,list_farm_fields
sahool-platform,services/sahool-platform/api/routers/features.py,60,GET,/api/v1/features,get_features
sahool-platform,services/sahool-platform/api/routers/field_ai_context.py,702,GET,/api/v1/fields/{field_id}/ai-context-pack,field_ai_context_pack
sahool-platform,services/sahool-platform/api/routers/field_completeness.py,56,GET,/api/v1/fields/{field_id}/data-completeness,field_data_completeness
sahool-platform,services/sahool-platform/api/routers/field_intelligence.py,469,POST,/api/v1/field-intelligence/analyze,field_intelligence_analyze
sahool-platform,services/sahool-platform/api/routers/field_intelligence.py,516,GET,/api/v1/field-intelligence/analyze/jobs/{job_id},field_intelligence_analyze_job_status
sahool-platform,services/sahool-platform/api/routers/field_intelligence.py,526,POST,/api/v1/field-intelligence/analyze/jobs/{job_id}/cancel,field_intelligence_analyze_job_cancel
sahool-platform,services/sahool-platform/api/routers/field_intelligence.py,539,GET,/api/v1/fields/{field_id}/evidence-graph/latest,field_evidence_graph_latest
sahool-platform,services/sahool-platform/api/routers/field_intelligence.py,571,GET,/api/v1/fields/{field_id}/evidence-graph/timeline,field_evidence_graph_timeline
sahool-platform,services/sahool-platform/api/routers/field_intelligence.py,605,GET,/api/v1/evidence-graph/analytics,evidence_graph_analytics
sahool-platform,services/sahool-platform/api/routers/field_intelligence.py,638,GET,/api/v1/fields/{field_id}/evidence-graph/nodes,field_evidence_graph_nodes
sahool-platform,services/sahool-platform/api/routers/field_portfolio.py,35,POST,/api/v1/field-portfolio/optimize,optimize_portfolio
sahool-platform,services/sahool-platform/api/routers/field_portfolio.py,76,POST,/api/v1/field-portfolio/allocate,allocate_portfolio_endpoint
sahool-platform,services/sahool-platform/api/routers/field_priority_queue.py,117,GET,/api/v1/fields/{field_id}/priority-queue,field_priority_queue
sahool-platform,services/sahool-platform/api/routers/field_priority_queue.py,179,GET,/api/v1/farms/{farm_id}/priority-queue,farm_priority_queue
sahool-platform,services/sahool-platform/api/routers/field_readiness.py,56,GET,/api/v1/fields/{field_id}/readiness,field_readiness
sahool-platform,services/sahool-platform/api/routers/field_single.py,23,GET,/api/v1/field/operational-state,field_operational_state_endpoint
sahool-platform,services/sahool-platform/api/routers/field_twin.py,39,GET,/api/v1/fields/{field_id}/twin,get_field_twin
sahool-platform,services/sahool-platform/api/routers/field_workspace_imagery.py,41,GET,/api/v1/fields/{field_id}/available-dates,field_imagery_available_dates_facade
sahool-platform,services/sahool-platform/api/routers/field_workspace_imagery.py,73,GET,/api/v1/fields/{field_id}/imagery/timeline,field_imagery_timeline_facade
sahool-platform,services/sahool-platform/api/routers/field_workspace_timeline.py,32,GET,/api/v1/fields/{field_id}/unified-timeline,field_unified_timeline_facade
sahool-platform,services/sahool-platform/api/routers/field_workspace_weather.py,69,GET,/api/v1/fields/{field_id}/weather/thermal-stress,field_weather_thermal_stress
sahool-platform,services/sahool-platform/api/routers/field_workspace_weather.py,104,GET,/api/v1/fields/{field_id}/weather/crop-stress,field_weather_crop_stress
sahool-platform,services/sahool-platform/api/routers/field_workspace_weather.py,171,GET,/api/v1/fields/{field_id}/weather/operation-windows,field_weather_operation_windows
sahool-platform,services/sahool-platform/api/routers/field_workspace_weather.py,224,GET,/api/v1/fields/{field_id}/weather/irrigation-advice,field_irrigation_advice_facade
sahool-platform,services/sahool-platform/api/routers/field_workspace_weather.py,279,GET,/api/v1/fields/{field_id}/weather/disease-risk,field_disease_risk_facade
sahool-platform,services/sahool-platform/api/routers/fields.py,570,GET,/api/v1/fields,list_fields
sahool-platform,services/sahool-platform/api/routers/fields.py,593,POST,/api/v1/fields,create_field
sahool-platform,services/sahool-platform/api/routers/fields.py,617,POST,/api/v1/fields/import,import_field
sahool-platform,services/sahool-platform/api/routers/fields.py,690,POST,/api/v1/fields/{field_id}/imagery/refresh,refresh_field_imagery
sahool-platform,services/sahool-platform/api/routers/fields.py,893,POST,/api/v1/fields/{field_id}/imagery/backfill,field_imagery_backfill_proxy
sahool-platform,services/sahool-platform/api/routers/fields.py,965,GET,/api/v1/fields/{field_id}/imagery/backfill/{run_id},field_imagery_backfill_status_proxy
sahool-platform,services/sahool-platform/api/routers/fields.py,999,GET,/api/v1/fields/{field_id},get_field
sahool-platform,services/sahool-platform/api/routers/fields.py,1024,GET,/api/v1/fields/{field_id}/terrain,get_field_terrain
sahool-platform,services/sahool-platform/api/routers/fields.py,1115,GET,/api/v1/fields/{field_id}/workspace,get_field_workspace
sahool-platform,services/sahool-platform/api/routers/fields.py,1204,PUT,/api/v1/fields/{field_id},update_field
sahool-platform,services/sahool-platform/api/routers/fields.py,1204,PATCH,/api/v1/fields/{field_id},update_field
sahool-platform,services/sahool-platform/api/routers/fields.py,1489,GET,/api/v1/fields/{field_id}/geometry/history,field_geometry_history
sahool-platform,services/sahool-platform/api/routers/fields.py,1536,POST,/api/v1/fields/{field_id}/geometry/revert/{revision},revert_field_geometry
sahool-platform,services/sahool-platform/api/routers/fields.py,1634,DELETE,/api/v1/fields/{field_id},delete_field
sahool-platform,services/sahool-platform/api/routers/fields.py,1760,POST,/api/v1/fields/merge,merge_fields
sahool-platform,services/sahool-platform/api/routers/fields.py,1885,POST,/api/v1/fields/split,split_field
sahool-platform,services/sahool-platform/api/routers/fields.py,2025,POST,/api/v1/fields/{field_id}/seasons,create_season
sahool-platform,services/sahool-platform/api/routers/fields.py,2232,GET,/api/v1/fields/{field_id}/seasons,list_seasons
sahool-platform,services/sahool-platform/api/routers/fields.py,2259,PATCH,/api/v1/fields/{field_id}/seasons/{season_id},update_season
sahool-platform,services/sahool-platform/api/routers/fields.py,2428,GET,/api/v1/fields/{field_id}/soil-moisture,field_soil_moisture
sahool-platform,services/sahool-platform/api/routers/fields.py,2576,GET,/api/v1/fields/{field_id}/wind/prevailing,field_wind_prevailing
sahool-platform,services/sahool-platform/api/routers/fields.py,2651,POST,/api/v1/fields/{field_id}/wind/drift-risk,field_wind_drift_risk
sahool-platform,services/sahool-platform/api/routers/fields.py,2730,GET,/api/v1/fields/{field_id}/recommendations,field_recommendations
sahool-platform,services/sahool-platform/api/routers/fields.py,2826,POST,/api/v1/fields/{field_id}/activities,create_activity
sahool-platform,services/sahool-platform/api/routers/fields.py,2960,GET,/api/v1/fields/{field_id}/activities,list_field_activities
sahool-platform,services/sahool-platform/api/routers/fields.py,2989,GET,/api/v1/fields/{field_id}/input-traceability,field_input_traceability
sahool-platform,services/sahool-platform/api/routers/fields.py,3091,POST,/api/v1/fields/{field_id}/growth-narrative,field_growth_narrative
sahool-platform,services/sahool-platform/api/routers/fields.py,3135,POST,/api/v1/fields/{field_id}/soil-lab-tests,create_soil_lab_test
sahool-platform,services/sahool-platform/api/routers/fields.py,3193,GET,/api/v1/fields/{field_id}/soil-lab-tests,list_soil_lab_tests
sahool-platform,services/sahool-platform/api/routers/fields.py,3217,PATCH,/api/v1/fields/{field_id}/soil-lab-tests/{test_id},update_soil_lab_test
sahool-platform,services/sahool-platform/api/routers/fields.py,3344,POST,/api/v1/fields/{field_id}/alerts/evaluate,evaluate_field_alerts_endpoint
sahool-platform,services/sahool-platform/api/routers/fields.py,3360,POST,/api/v1/fields/{field_id}/rotations,add_crop_rotation
sahool-platform,services/sahool-platform/api/routers/fields.py,3402,GET,/api/v1/fields/{field_id}/rotations,list_crop_rotations
sahool-platform,services/sahool-platform/api/routers/fields.py,3429,POST,/api/v1/fields/{field_id}/trueup,apply_trueup
sahool-platform,services/sahool-platform/api/routers/fields.py,3488,POST,/api/v1/fields/validate-geometry,validate_geometry
sahool-platform,services/sahool-platform/api/routers/fields.py,3521,POST,/api/v1/fields/{field_id}/prescriptions/nitrogen,prescribe_nitrogen
sahool-platform,services/sahool-platform/api/routers/fields.py,3550,POST,/api/v1/fields/{field_id}/yield-estimate,estimate_field_yield
sahool-platform,services/sahool-platform/api/routers/fields.py,3623,POST,/api/v1/fields/{field_id}/timeline,field_timeline
