service,file,line,method,path,handler,classification
sahool-platform,services/sahool-platform/api/phase12_marketplace_ecosystem.py,211,POST,/plugins/runtime/plan,plugin_runtime_plan,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/phase12_marketplace_ecosystem.py,222,POST,/plugins/runtime/validate-output,plugin_runtime_validate_output,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/phase12_marketplace_ecosystem.py,226,POST,/plugins/runtime/event-envelope,plugin_runtime_event_envelope,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/phase12_marketplace_ecosystem.py,235,POST,/plugins/runtime/report,plugin_runtime_report,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/phase12_marketplace_ecosystem.py,239,POST,/cycle,ecosystem_cycle,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/phase9_autonomous_farm_os.py,112,POST,/plan,create_execution_plan,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/phase9_autonomous_farm_os.py,134,POST,/verify,verify_execution,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/phase9_autonomous_farm_os.py,148,POST,/cycle,run_cycle,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/phase9_autonomous_farm_os.py,175,POST,/models/register,register_model,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/phase9_autonomous_farm_os.py,189,POST,/experiments/assign,assign_variant,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/phase9_autonomous_farm_os.py,196,POST,/events/from-plan,events_from_plan,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/phase9_autonomous_farm_os.py,202,POST,/events/replay,replay_events,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/phase9_autonomous_farm_os.py,207,POST,/verify-loop,command_verification_loop,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/phase9_autonomous_farm_os.py,217,POST,/iot/dispatch/preview,preview_iot_dispatch,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/phase9_autonomous_farm_os.py,230,POST,/iot/dispatch/simulate,simulate_iot_dispatch,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/phase9_autonomous_farm_os.py,251,POST,/iot/telemetry/verify,verify_iot_telemetry,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/admin.py,35,GET,/api/v1/admin/events/dead-letter,admin_events_dead_letter,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/admin.py,83,POST,/api/v1/admin/events/dead-letter/{outbox_id}/requeue,admin_requeue_dead_letter,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/admin.py,101,POST,/api/v1/admin/events/dead-letter/requeue-all,admin_requeue_all_dead_letter,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/admin.py,122,GET,/api/v1/admin/outbox/dead-letter,admin_outbox_dead_letter,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/admin.py,159,POST,/api/v1/admin/outbox/dead-letter/requeue,admin_outbox_requeue_dead_letter,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/agricultural_proverbs.py,22,GET,/api/v1/agricultural-proverbs/for-date,agricultural_proverbs_for_date,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/agricultural_proverbs.py,30,GET,/api/v1/agricultural-proverbs,agricultural_proverbs,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/agro_intelligence.py,154,POST,/api/v1/agro/crop-risk,crop_risk_endpoint,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/agro_intelligence.py,167,POST,/api/v1/agro/plant-soil-feedback,plant_soil_feedback_endpoint,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/agro_intelligence.py,175,POST,/api/v1/agro/plant-soil-feedback/trend,plant_soil_feedback_trend_endpoint,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/agro_intelligence.py,189,POST,/api/v1/agro/crop-rotation,crop_rotation_endpoint,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/agro_intelligence.py,206,POST,/api/v1/agro/season-comparison,season_comparison_endpoint,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/agro_intelligence.py,214,POST,/api/v1/agro/decision-playbook,decision_playbook_endpoint,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/agro_intelligence.py,303,POST,/api/v1/work-orders/from-recommendation,work_order_from_recommendation_endpoint,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/agro_zones.py,29,GET,/api/v1/agro-zones/list,agro_zones_list_endpoint,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/agro_zones.py,35,GET,/api/v1/agro-zones/profile,agro_zone_profile_endpoint,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/agro_zones.py,41,GET,/api/v1/agro-zones/identify,agro_zone_identify_endpoint,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/agro_zones.py,47,GET,/api/v1/agro-zones/suited-crops,agro_zone_suited_endpoint,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/agro_zones.py,53,GET,/api/v1/agro-zones/by-elevation,agro_zone_elevation_endpoint,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/agro_zones.py,61,GET,/api/v1/agro-zones/identify-smart,agro_zone_identify_smart_endpoint,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/agronomic_replay.py,54,GET,/api/v1/fields/{field_id}/agronomic-replay,agronomic_replay_endpoint,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/ai_models.py,21,GET,/api/v1/ai/models,list_ai_models,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/alerts.py,51,GET,/api/v1/alerts,list_alerts,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/alerts.py,98,POST,/api/v1/alerts,create_alert,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/alerts.py,205,PATCH,/api/v1/alerts/{alert_id}/acknowledge,acknowledge_alert,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/analytics.py,29,GET,/api/v1/analytics/costs,analytics_costs,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/analytics.py,57,GET,/api/v1/analytics/costs/by-field,analytics_costs_by_field,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/aromatic_crops.py,25,GET,/api/v1/aromatic-crops/list,aromatic_crops_list_endpoint,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/astronomical_timing.py,29,GET,/api/v1/astronomical-timing/stars,astronomical_stars,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/astronomical_timing.py,35,POST,/api/v1/astronomical-timing/cross-check,astronomical_cross_check,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/auth.py,47,POST,/api/v1/auth/login,login,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/auth.py,91,GET,/api/v1/auth/me,auth_me,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/auth.py,104,POST,/api/v1/auth/logout,auth_logout,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/auth.py,132,POST,/api/v1/auth/signup,auth_signup,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/automation.py,42,GET,/api/v1/automation/scheduler-status,scheduler_status_endpoint,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/automation.py,57,GET,/api/v1/automation/runs,automation_runs_endpoint,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/automation.py,76,POST,/api/v1/automation/weather/register,weather_register_endpoint,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/automation.py,99,GET,/api/v1/automation/weather/cached,weather_cached_endpoint,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/automation.py,118,GET,/api/v1/automation/weather/status,weather_automation_status_endpoint,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/automation.py,126,POST,/api/v1/automation/imagery/register-field,imagery_register_field_endpoint,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/automation.py,152,GET,/api/v1/automation/imagery/status,imagery_automation_status_endpoint,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/automation.py,164,POST,/api/v1/automation/alerts/run,automation_run_alerts_endpoint,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/boundaries.py,36,PATCH,/api/v1/fields/{field_id}/boundary/review,review_field_boundary,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/boundaries.py,79,POST,/api/v1/fields/{field_id}/boundary/score,score_field_boundary,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/boundaries.py,181,POST,/api/v1/fields/{field_id}/boundary/clean,clean_field_boundary,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/boundaries.py,244,POST,/api/v1/fields/boundary-graph/rebuild,rebuild_boundary_graph,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/boundaries.py,265,GET,/api/v1/fields/{field_id}/boundary-graph,get_field_boundary_graph,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/break_glass.py,141,POST,/api/v1/admin/break-glass,request_break_glass,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/break_glass.py,318,GET,/api/v1/admin/break-glass/{token}/fields,break_glass_read_fields,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/break_glass.py,358,DELETE,/api/v1/admin/break-glass/{grant_id},revoke_break_glass,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/calendars.py,21,GET,/api/v1/calendars/today,calendars_today,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/calendars.py,53,GET,/api/v1/calendars/lunar-mansions,calendars_lunar_mansions,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/calendars.py,61,GET,/api/v1/calendars/himyarite-months,calendars_himyarite_months,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/calendars.py,69,GET,/api/v1/calendars/regional-profiles,calendars_regional_profiles,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/calendars.py,77,GET,/api/v1/calendars/context,calendars_context,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/calibration.py,95,GET,/api/v1/calibration,list_calibration,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/calibration.py,106,GET,/api/v1/calibration/{region},get_region_calibration,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/calibration.py,124,POST,/api/v1/calibration/{region}/evidence,compute_region_evidence,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/calibration.py,144,GET,/api/v1/calibration/{region}/evidence/persisted,get_persisted_region_evidence,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/calibration.py,196,POST,/api/v1/calibration/feedback,compute_learning_feedback,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/calibration.py,214,POST,/api/v1/calibration/{region}/adapt,propose_region_adaptation,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/calibration.py,247,POST,/api/v1/calibration/{region}/adapt-from-evidence,propose_region_adaptation_from_evidence,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/calibration.py,302,POST,/api/v1/calibration/{region}/adapt-from-evidence/apply,apply_region_adaptation_from_evidence,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/calibration.py,420,POST,/api/v1/calibration/{region}/propose-values,propose_region_values,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/calibration.py,443,POST,/api/v1/calibration/{region}/override,set_region_override,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/calibration.py,509,GET,/api/v1/calibration/{region}/resolved,get_resolved_region_calibration,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/calibration.py,538,GET,/api/v1/calibration/overrides/all,list_region_overrides,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/calibration.py,571,DELETE,/api/v1/calibration/{region}/override,delete_region_override,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/calibration.py,617,GET,/api/v1/calibration/{region}/audit,get_region_calibration_audit,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/cameras.py,37,POST,/api/v1/cameras/register,cameras_register,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/cameras.py,58,POST,/api/v1/cameras/snapshot-evidence,cameras_snapshot_evidence,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/capabilities.py,22,GET,/api/v1/capabilities,list_capabilities,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/chemical_safety.py,31,POST,/api/v1/chemical-safety/check,chemical_safety_check,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/chemical_safety.py,40,GET,/api/v1/chemical-safety/banned,chemical_safety_banned,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/climate_analogs.py,28,GET,/api/v1/climate-analogs/list,climate_analogs_list_endpoint,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/climate_analogs.py,34,GET,/api/v1/climate-analogs/detail,climate_analogs_detail_endpoint,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/climate_analogs.py,40,GET,/api/v1/climate-analogs/desert-crops,climate_analogs_crops_endpoint,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/climate_analogs.py,46,GET,/api/v1/climate-analogs/strategic-tiers,climate_analogs_strategic_endpoint,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/climate_analogs.py,54,GET,/api/v1/climate-analogs/strategy,climate_analogs_strategy_endpoint,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/coffee.py,34,GET,/api/v1/coffee/site-suitability,coffee_site_endpoint,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/coffee.py,40,GET,/api/v1/coffee/guide,coffee_guide_endpoint,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/coffee.py,46,GET,/api/v1/coffee/varieties,coffee_varieties_endpoint,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/coffee.py,52,GET,/api/v1/coffee/pests,coffee_pests_endpoint,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/commands.py,31,GET,/api/v1/commands/{command_id},get_command,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/compat_gateway.py,31,GET,/api/indicators/readyz,indicators_readyz_alias,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/compat_gateway.py,37,GET,/api/weather/readyz,weather_readyz_alias,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/compat_gateway.py,43,GET,/api/vegetation/readyz,vegetation_readyz_alias,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/compat_gateway.py,48,GET,/api/agent/health,agent_health_alias,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/compat_gateway.py,53,GET,/api/vegetation/v1/all_fields,vegetation_all_fields_passthrough,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/compat_gateway.py,80,GET,/api/vegetation/v1/analyze,vegetation_analyze_passthrough,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/compat_gateway.py,114,GET,/api/raster/{path:path},raster_api_passthrough,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/confidence.py,35,POST,/api/v1/confidence/ndvi,ndvi_confidence,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/confidence.py,54,POST,/api/v1/confidence/irrigation,irrigation_rec_confidence,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/confidence_gate.py,27,POST,/api/v1/confidence-gate,confidence_gate,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/consistency.py,35,GET,/api/v1/consistency/irrigation,consistency_irrigation_endpoint,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/consistency.py,57,GET,/api/v1/consistency/freshness,consistency_freshness_endpoint,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/crop_cards.py,33,GET,/api/v1/crop-cards,crop_cards_index,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/crop_cards.py,58,GET,/api/v1/crop-cards/crop/{crop_id},crop_card_detail,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/crop_cards.py,70,GET,/api/v1/crop-cards/variety/{variety_id},variety_card_detail,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/crop_cards.py,83,GET,/api/v1/crop-cards/variety/{variety_id}/salinity-suitability,variety_salinity_suitability,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/crop_cards.py,96,GET,/api/v1/crop-cards/variety/{variety_id}/expected-harvest,variety_expected_harvest,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/crop_cards.py,113,GET,/api/v1/crop-cards/variety/{variety_id}/disease-watch,variety_disease_watch_endpoint,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/crop_operations.py,24,GET,/api/v1/crops/{crop_id}/operations-calendar,crop_operations_calendar_endpoint,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/crop_suitability.py,31,POST,/api/v1/crop-suitability,crop_suitability,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/crop_twin.py,138,POST,/api/v1/crop-twin/compose,compose_crop_twin,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/crop_twin.py,227,POST,/api/v1/crop-twin/decision,crop_decision_endpoint,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/crop_twin.py,354,POST,/api/v1/crop-twin/decision/profit-aware,profit_aware_decision_endpoint,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/crops.py,26,GET,/api/v1/crops/drought-resilience,crop_drought_resilience,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/crops.py,47,GET,/api/v1/crops/compare-drought-resilience,compare_drought_resilience,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/cultural_calendar.py,24,GET,/api/v1/cultural-calendar,cultural_calendar,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/data_readiness.py,30,POST,/api/v1/data-readiness,data_readiness,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/decision.py,33,GET,/api/v1/decision/for-location,decision_for_location_endpoint,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/decision.py,48,GET,/api/v1/decision/explain,decision_explain_endpoint,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/decision_confidence.py,74,GET,/api/v1/fields/{field_id}/decision-confidence,decision_confidence_endpoint,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/decision_dispatch.py,125,POST,/api/v1/decision/unified,unified_decision_endpoint,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/decision_dispatch.py,194,POST,/api/v1/decision/dispatch/evaluate,evaluate_dispatch_endpoint,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/decision_dispatch.py,243,POST,/api/v1/decision/dispatch/execute,execute_dispatch_endpoint,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/decision_dispatch.py,426,POST,/api/v1/decision/dispatch/consume,consume_dispatch_queue,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/decision_dispatch.py,473,GET,/api/v1/decision/dispatch/decisions,list_dispatch_decisions,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/decision_dispatch.py,505,GET,/api/v1/decision/dispatch/queue,list_dispatch_queue,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/decision_dispatch.py,561,POST,/api/v1/decision/ledger,record_execution_outcome,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/decision_dispatch.py,656,GET,/api/v1/decision/ledger,list_execution_ledger,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/decision_explain.py,63,GET,/api/v1/decision/{decision_id}/explain,explain_decision_endpoint,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/decision_impact.py,103,GET,/api/v1/decision/impact,get_impact,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/decision_impact.py,119,GET,/api/v1/decision/learning,get_learning,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/decision_impact.py,142,GET,/api/v1/decision/economics,get_decision_economics,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/decision_policies.py,82,POST,/api/v1/decision/policies,create_policy,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/decision_policies.py,113,GET,/api/v1/decision/policies,list_policies,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/decision_policies.py,148,POST,/api/v1/decision/policies/resolve,resolve_policy_endpoint,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/decision_record.py,325,POST,/api/v1/decision/record,record_decision,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/decision_record.py,427,POST,/api/v1/outcome/record,record_outcome,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/decision_record.py,533,GET,/api/v1/decision/{decision_id}/lineage,get_decision_lineage,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/decision_record.py,573,GET,/api/v1/decision/records,list_decision_records,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/decision_record.py,624,GET,/api/v1/field/{field_id}/lineage,get_field_lineage,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/device_twin.py,79,GET,/api/v1/devices/twin,device_twin_endpoint,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/devices.py,42,POST,/api/v1/devices,register_device,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/devices.py,97,GET,/api/v1/devices,list_devices,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/devices.py,123,POST,/api/v1/devices/{device_id}/telemetry,ingest_telemetry,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/devices.py,167,GET,/api/v1/devices/{device_id}/telemetry,list_telemetry,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/devices.py,192,GET,/api/v1/devices/fleet-health,devices_fleet_health,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/diagnose.py,32,POST,/api/v1/diagnose,diagnose_symptoms,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/diagnose.py,91,GET,/api/v1/diagnose/symptoms,diagnosis_symptom_catalog,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/districts.py,25,GET,/api/v1/districts,districts_index,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/districts.py,48,GET,/api/v1/districts/{district_id},district_detail,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/districts.py,60,GET,/api/v1/districts/{district_id}/active-pests,district_active_pests,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/documents.py,36,POST,/api/v1/documents,register_document,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/documents.py,88,GET,/api/v1/documents,list_documents,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/documents.py,127,GET,/api/v1/documents/{doc_id},get_document,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/drawing_features.py,413,GET,/api/v1/fields/{field_id}/drawing-features,list_field_drawing_features,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/drawing_features.py,445,POST,/api/v1/drawing-features/validate,validate_drawing_feature_topology,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/drawing_features.py,468,POST,/api/v1/drawing-features,create_drawing_feature,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/drawing_features.py,536,PATCH,/api/v1/drawing-features/{feature_id},update_drawing_feature,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/drawing_features.py,636,DELETE,/api/v1/drawing-features/{feature_id},delete_drawing_feature,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/economics.py,26,GET,/api/v1/economics/cost-categories,economics_categories_endpoint,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/economics.py,32,POST,/api/v1/economics/feasibility,economics_feasibility_endpoint,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/economics.py,46,GET,/api/v1/economics/break-even,economics_break_even_endpoint,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/edge.py,25,POST,/api/v1/edge/sync,edge_sync_receive,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/edge.py,25,POST,/v1/edge/sync,edge_sync_receive,versioned
sahool-platform,services/sahool-platform/api/routers/equipment.py,38,POST,/api/v1/equipment,create_equipment,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/equipment.py,93,GET,/api/v1/equipment,list_equipment,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/equipment.py,113,POST,/api/v1/equipment/{equipment_id}/maintenance,log_maintenance,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/equipment.py,179,GET,/api/v1/equipment/{equipment_id}/maintenance,list_maintenance,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/escalation.py,23,POST,/api/v1/escalation/assess,escalation_assess,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/etc_dual.py,227,POST,/api/v1/fields/{field_id}/etc-dual,field_etc_dual,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/events.py,32,GET,/api/v1/events/{entity_type}/{entity_id},entity_events,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/evidence.py,26,POST,/api/v1/evidence/corroborate,evidence_corroborate,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/evidence_map.py,87,GET,/api/v1/evidence/map,evidence_map_endpoint,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/execution_feedback.py,50,GET,/api/v1/execution/feedback,execution_feedback_endpoint,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/execution_lineage.py,61,POST,/api/v1/lineage/link,link_lineage_ref,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/execution_lineage.py,121,GET,/api/v1/lineage/{lineage_id},get_lineage_chain,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/failures.py,30,POST,/api/v1/failures/check,check_failures,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/farm_operations_ledger.py,211,POST,/api/v1/farm-ledger/operations,create_operation_ledger_record,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/farm_operations_ledger.py,354,GET,/api/v1/farm-ledger/operations,list_operation_ledger_records,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/farm_operations_ledger.py,402,GET,/api/v1/farm-ledger/summary,farm_ledger_summary,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/farm_operations_ledger.py,528,POST,/api/v1/farm-ledger/budgets,upsert_season_budget_lines,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/farm_operations_ledger.py,609,GET,/api/v1/farm-ledger/budgets/{season_id},get_season_budget,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/farm_operations_ledger.py,637,POST,/api/v1/farm-ledger/revenues,create_revenue_record,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/farm_operations_ledger.py,729,GET,/api/v1/farm-ledger/variance/{season_id},get_budget_variance,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/farm_operations_ledger.py,757,GET,/api/v1/farm-ledger/profitability/{season_id},get_season_profitability,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/farm_operations_ledger.py,792,GET,/api/v1/farm-ledger/erp-projection/{season_id},get_erp_projection,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/farm_operations_ledger.py,864,POST,/api/v1/farm-ledger/autowrite-preview,operation_autowrite_preview,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/farm_operations_ledger.py,912,GET,/api/v1/farm-ledger/inventory-projection/{season_id},get_inventory_projection,legacy_unversioned_business
