service,file,line,method,path,handler,classification
sahool-platform,services/sahool-platform/api/routers/farm_operations_ledger.py,1003,GET,/api/v1/farm-ledger/economic-state/{season_id},get_economic_state,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/farms.py,36,POST,/api/v1/farms,create_farm,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/farms.py,105,GET,/api/v1/farms,list_farms,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/farms.py,140,GET,/api/v1/farms/{farm_id}/fields,list_farm_fields,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/features.py,60,GET,/api/v1/features,get_features,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/field_ai_context.py,702,GET,/api/v1/fields/{field_id}/ai-context-pack,field_ai_context_pack,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/field_completeness.py,56,GET,/api/v1/fields/{field_id}/data-completeness,field_data_completeness,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/field_intelligence.py,469,POST,/api/v1/field-intelligence/analyze,field_intelligence_analyze,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/field_intelligence.py,516,GET,/api/v1/field-intelligence/analyze/jobs/{job_id},field_intelligence_analyze_job_status,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/field_intelligence.py,526,POST,/api/v1/field-intelligence/analyze/jobs/{job_id}/cancel,field_intelligence_analyze_job_cancel,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/field_intelligence.py,539,GET,/api/v1/fields/{field_id}/evidence-graph/latest,field_evidence_graph_latest,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/field_intelligence.py,571,GET,/api/v1/fields/{field_id}/evidence-graph/timeline,field_evidence_graph_timeline,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/field_intelligence.py,605,GET,/api/v1/evidence-graph/analytics,evidence_graph_analytics,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/field_intelligence.py,638,GET,/api/v1/fields/{field_id}/evidence-graph/nodes,field_evidence_graph_nodes,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/field_portfolio.py,35,POST,/api/v1/field-portfolio/optimize,optimize_portfolio,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/field_portfolio.py,76,POST,/api/v1/field-portfolio/allocate,allocate_portfolio_endpoint,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/field_priority_queue.py,117,GET,/api/v1/fields/{field_id}/priority-queue,field_priority_queue,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/field_priority_queue.py,179,GET,/api/v1/farms/{farm_id}/priority-queue,farm_priority_queue,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/field_readiness.py,56,GET,/api/v1/fields/{field_id}/readiness,field_readiness,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/field_single.py,23,GET,/api/v1/field/operational-state,field_operational_state_endpoint,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/field_twin.py,39,GET,/api/v1/fields/{field_id}/twin,get_field_twin,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/field_workspace_imagery.py,41,GET,/api/v1/fields/{field_id}/available-dates,field_imagery_available_dates_facade,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/field_workspace_imagery.py,73,GET,/api/v1/fields/{field_id}/imagery/timeline,field_imagery_timeline_facade,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/field_workspace_timeline.py,32,GET,/api/v1/fields/{field_id}/unified-timeline,field_unified_timeline_facade,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/field_workspace_weather.py,63,GET,/api/v1/fields/{field_id}/weather/thermal-stress,field_weather_thermal_stress,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/field_workspace_weather.py,98,GET,/api/v1/fields/{field_id}/weather/operation-windows,field_weather_operation_windows,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/field_workspace_weather.py,151,GET,/api/v1/fields/{field_id}/weather/irrigation-advice,field_irrigation_advice_facade,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/field_workspace_weather.py,206,GET,/api/v1/fields/{field_id}/weather/disease-risk,field_disease_risk_facade,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/fields.py,570,GET,/api/v1/fields,list_fields,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/fields.py,593,POST,/api/v1/fields,create_field,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/fields.py,617,POST,/api/v1/fields/import,import_field,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/fields.py,690,POST,/api/v1/fields/{field_id}/imagery/refresh,refresh_field_imagery,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/fields.py,893,POST,/api/v1/fields/{field_id}/imagery/backfill,field_imagery_backfill_proxy,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/fields.py,965,GET,/api/v1/fields/{field_id}/imagery/backfill/{run_id},field_imagery_backfill_status_proxy,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/fields.py,999,GET,/api/v1/fields/{field_id},get_field,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/fields.py,1024,GET,/api/v1/fields/{field_id}/terrain,get_field_terrain,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/fields.py,1115,GET,/api/v1/fields/{field_id}/workspace,get_field_workspace,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/fields.py,1204,PUT,/api/v1/fields/{field_id},update_field,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/fields.py,1204,PATCH,/api/v1/fields/{field_id},update_field,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/fields.py,1489,GET,/api/v1/fields/{field_id}/geometry/history,field_geometry_history,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/fields.py,1536,POST,/api/v1/fields/{field_id}/geometry/revert/{revision},revert_field_geometry,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/fields.py,1634,DELETE,/api/v1/fields/{field_id},delete_field,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/fields.py,1760,POST,/api/v1/fields/merge,merge_fields,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/fields.py,1885,POST,/api/v1/fields/split,split_field,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/fields.py,2025,POST,/api/v1/fields/{field_id}/seasons,create_season,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/fields.py,2232,GET,/api/v1/fields/{field_id}/seasons,list_seasons,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/fields.py,2259,PATCH,/api/v1/fields/{field_id}/seasons/{season_id},update_season,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/fields.py,2428,GET,/api/v1/fields/{field_id}/soil-moisture,field_soil_moisture,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/fields.py,2576,GET,/api/v1/fields/{field_id}/wind/prevailing,field_wind_prevailing,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/fields.py,2651,POST,/api/v1/fields/{field_id}/wind/drift-risk,field_wind_drift_risk,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/fields.py,2730,GET,/api/v1/fields/{field_id}/recommendations,field_recommendations,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/fields.py,2826,POST,/api/v1/fields/{field_id}/activities,create_activity,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/fields.py,2960,GET,/api/v1/fields/{field_id}/activities,list_field_activities,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/fields.py,2989,GET,/api/v1/fields/{field_id}/input-traceability,field_input_traceability,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/fields.py,3091,POST,/api/v1/fields/{field_id}/growth-narrative,field_growth_narrative,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/fields.py,3135,POST,/api/v1/fields/{field_id}/soil-lab-tests,create_soil_lab_test,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/fields.py,3193,GET,/api/v1/fields/{field_id}/soil-lab-tests,list_soil_lab_tests,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/fields.py,3217,PATCH,/api/v1/fields/{field_id}/soil-lab-tests/{test_id},update_soil_lab_test,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/fields.py,3344,POST,/api/v1/fields/{field_id}/alerts/evaluate,evaluate_field_alerts_endpoint,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/fields.py,3360,POST,/api/v1/fields/{field_id}/rotations,add_crop_rotation,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/fields.py,3402,GET,/api/v1/fields/{field_id}/rotations,list_crop_rotations,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/fields.py,3429,POST,/api/v1/fields/{field_id}/trueup,apply_trueup,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/fields.py,3488,POST,/api/v1/fields/validate-geometry,validate_geometry,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/fields.py,3521,POST,/api/v1/fields/{field_id}/prescriptions/nitrogen,prescribe_nitrogen,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/fields.py,3550,POST,/api/v1/fields/{field_id}/yield-estimate,estimate_field_yield,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/fields.py,3623,POST,/api/v1/fields/{field_id}/timeline,field_timeline,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/fields.py,3643,GET,/api/v1/fields/{field_id}/history,field_history,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/fields.py,3760,POST,/api/v1/fields/{field_id}/pins,create_pin,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/fields.py,3843,POST,/api/v1/fields/{field_id}/walk-plan,field_walk_plan,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/fields.py,3853,POST,/api/v1/fields/{field_id}/walk-plan/pdf,field_walk_plan_pdf,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/fields.py,3872,POST,/api/v1/fields/{field_id}/zones,field_zones,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/fields.py,3886,GET,/api/v1/fields/{field_id}/water-stress-spectral,field_water_stress_spectral,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/fields.py,3918,GET,/api/v1/fields/{field_id}/state,field_canonical_state,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/fields.py,3946,GET,/api/v1/fields/{field_id}/alerts/derived,field_alerts_derived,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/fields.py,3972,GET,/api/v1/fields/{field_id}/state/full,field_state_full,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/fodder_alternatives.py,25,GET,/api/v1/fodder-alternatives/list,fodder_alternatives_list_endpoint,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/gdd.py,30,POST,/api/v1/gdd/track,gdd_track,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/geo.py,28,GET,/api/v1/geo/reverse,geo_reverse_endpoint,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/geo_locate.py,24,GET,/api/v1/geo-locate/field,geo_locate_field_endpoint,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/geo_locate.py,30,GET,/api/v1/geo-locate/recommend,geo_locate_recommend_endpoint,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/gis_cloud_native.py,179,GET,/stac,stac_root,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/gis_cloud_native.py,186,GET,/stac/conformance,stac_conformance,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/gis_cloud_native.py,193,GET,/stac/queryables,get_stac_queryables,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/gis_cloud_native.py,200,GET,/stac/collections,list_stac_collections,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/gis_cloud_native.py,215,POST,/stac/search,stac_search_post,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/gis_cloud_native.py,245,GET,/scene-ranking,scene_ranking,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/gis_cloud_native.py,262,GET,/scene-processing-plan,scene_processing_plan,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/gis_cloud_native.py,279,GET,/tile-cache-plan,get_tile_cache_plan,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/gis_cloud_native.py,295,GET,/ogc,ogc_root,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/gis_cloud_native.py,302,GET,/ogc/conformance,ogc_conformance,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/gis_cloud_native.py,309,GET,/ogc/collections,get_ogc_collections,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/gis_cloud_native.py,316,GET,/ogc/collections/fields/items,ogc_field_items,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/gis_cloud_native.py,342,POST,/ai-boundary/plan,plan_ai_boundary_extraction,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/gis_cloud_native.py,352,POST,/management-zones/summary,summarize_management_zones,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/gis_cloud_native.py,360,POST,/editing-sessions/undo-redo,editing_session_undo_redo,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/gis_cloud_native.py,420,POST,/cog-registry,register_cog,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/gis_cloud_native.py,476,GET,/stac/search,stac_search,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/gis_cloud_native.py,497,GET,/stac/collections/{collection_id},get_collection,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/gis_cloud_native.py,513,GET,/mosaicjson,mosaicjson,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/gis_cloud_native.py,532,GET,/rasters/{raster_id}/tilejson.json,raster_tilejson,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/gis_cloud_native.py,557,POST,/editing-sessions,upsert_editing_session,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/gis_cloud_native.py,592,POST,/locks,acquire_geometry_lock,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/gis_cloud_native.py,628,DELETE,/locks/{field_id},release_geometry_lock,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/gis_cloud_native.py,646,POST,/geoparquet/export,export_geoparquet,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/gis_cloud_native.py,672,POST,/phase6/boundaries/extract,phase6_extract_boundary,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/gis_cloud_native.py,691,POST,/phase6/management-zones/generate,phase6_generate_management_zones,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/gis_cloud_native.py,707,POST,/phase6/prescriptions/generate,phase6_generate_prescription_map,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/gis_cloud_native.py,720,POST,/phase6/yield-stability,phase6_yield_stability,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/gis_cloud_native.py,728,POST,/phase6/profitability-map,phase6_profitability_map,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/gis_cloud_native.py,740,POST,/phase6/digital-twin/snapshot,phase6_digital_twin_snapshot,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/gis_kernel.py,118,POST,/api/v1/gis/buffer,gis_buffer,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/gis_kernel.py,167,POST,/api/v1/gis/union,gis_union,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/gis_kernel.py,208,POST,/api/v1/gis/split,gis_split,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/gis_kernel.py,257,POST,/api/v1/gis/validate,gis_validate,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/harvest_traceability.py,58,POST,/api/v1/harvest-lots,create_harvest_lot,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/harvest_traceability.py,141,GET,/api/v1/harvest-lots,list_harvest_lots,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/harvest_traceability.py,177,GET,/api/v1/harvest-lots/{harvest_lot_id},get_harvest_lot,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/harvest_traceability.py,200,POST,/api/v1/harvest-lots/{harvest_lot_id}/custody-events,add_custody_event,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/harvest_traceability.py,295,GET,/api/v1/harvest-lots/{harvest_lot_id}/traceability,get_traceability,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/high_value_crops.py,24,GET,/api/v1/high-value-crops/list,high_value_crops_list_endpoint,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/high_value_crops.py,30,GET,/api/v1/high-value-crops/detail,high_value_crops_detail_endpoint,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/indicators.py,35,GET,/api/v1/indicators/catalog,indicators_catalog,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/indicators.py,47,GET,/api/v1/indicators/map-layers,indicators_map_layers,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/indicators.py,60,GET,/api/v1/indicators/dashboard,indicators_dashboard,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/indices.py,22,GET,/api/v1/indices/coverage-report,indices_coverage_report,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/internal_service.py,18,GET,/internal/fields/{field_id}/state,internal_field_state,internal_s2s
sahool-platform,services/sahool-platform/api/routers/internal_service.py,38,POST,/internal/events/ai-advice,internal_ai_advice_event,internal_s2s
sahool-platform,services/sahool-platform/api/routers/introduction.py,29,GET,/api/v1/introduction/candidates,introduction_candidates_endpoint,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/introduction.py,35,GET,/api/v1/introduction/card,introduction_card_endpoint,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/introduction.py,41,POST,/api/v1/introduction/field-fit,introduction_field_fit_endpoint,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/inventory.py,40,POST,/api/v1/inventory/items,create_inventory_item,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/inventory.py,90,GET,/api/v1/inventory/items,list_inventory_items,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/inventory.py,121,POST,/api/v1/inventory/items/{item_id}/batches,add_inventory_batch,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/inventory.py,184,GET,/api/v1/inventory/expiring,list_expiring_batches,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/ipm.py,25,GET,/api/v1/ipm/pests,ipm_pests_endpoint,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/ipm.py,31,GET,/api/v1/ipm/plan,ipm_plan_endpoint,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/ipm.py,37,GET,/api/v1/ipm/crop-pests,ipm_crop_pests_endpoint,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/irrigation.py,100,POST,/api/v1/irrigation/valves,register_valve,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/irrigation.py,157,GET,/api/v1/irrigation/valves,list_valves,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/irrigation.py,179,POST,/api/v1/irrigation/valves/{valve_id}/state,set_valve_state,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/irrigation.py,236,POST,/api/v1/irrigation/schedules,create_schedule,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/irrigation.py,307,GET,/api/v1/irrigation/schedules,list_schedules,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/irrigation.py,357,DELETE,/api/v1/irrigation/schedules/{schedule_id},delete_schedule,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/irrigation.py,372,GET,/api/v1/irrigation/soil-types,irrigation_soil_types_endpoint,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/irrigation.py,378,GET,/api/v1/irrigation/moisture-decision,irrigation_moisture_decision_endpoint,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/irrigation.py,397,POST,/api/v1/irrigation/water-analysis,irrigation_water_analysis,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/irrigation_method.py,25,GET,/api/v1/irrigation-method,list_methods,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/irrigation_method.py,31,GET,/api/v1/irrigation-method/{method},get_method,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/irrigation_method.py,43,POST,/api/v1/irrigation-method/gross,compute_gross,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/irrigation_network.py,55,POST,/api/v1/irrigation/network/feasibility,network_feasibility_endpoint,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/irrigation_plan.py,111,POST,/api/v1/irrigation-plan,irrigation_plan_endpoint,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/irrigation_recommendation.py,54,POST,/api/v1/irrigation-recommendation,irrigation_recommendation,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/kc_timeseries.py,87,POST,/api/v1/agro/kc-timeseries,persist_kc,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/kc_timeseries.py,140,GET,/api/v1/agro/kc-timeseries/{field_id},list_kc,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/kc_timeseries.py,156,GET,/api/v1/agro/kc-timeseries/{field_id}/compare,compare_kc,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/learning.py,32,POST,/api/v1/learning/external-prior-blend,external_prior_blend,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/learning.py,55,GET,/api/v1/learning/activation-status,learning_activation_status,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/learning.py,114,GET,/api/v1/learning/prediction-calibration,prediction_calibration_status,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/learning_summary.py,53,GET,/api/v1/learning/summary,get_learning_summary,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/lifecycle.py,32,POST,/api/v1/lifecycle/validate-transition,validate_transition,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/lineage.py,31,GET,/api/v1/lineage/{entity_type}/{entity_id},entity_lineage,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/market.py,30,GET,/api/v1/market/crop-gap,market_crop_gap,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/market.py,101,GET,/api/v1/market/crop-classification-readiness,crop_classification_readiness_endpoint,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/master_data.py,35,POST,/api/v1/master-data,create_master_data,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/master_data.py,96,GET,/api/v1/master-data,list_master_data,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/me.py,26,GET,/api/v1/me,me,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/ndvi_analysis.py,35,POST,/api/v1/fields/{field_id}/ndvi-analysis,field_ndvi_analysis,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/niche_crops.py,24,GET,/api/v1/niche-crops/list,niche_crops_list_endpoint,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/niche_crops.py,30,GET,/api/v1/niche-crops/detail,niche_crops_detail_endpoint,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/nl_gis.py,199,POST,/api/v1/nl-gis/query,nl_gis_query_endpoint,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/nl_sql.py,71,POST,/api/v1/nl-sql,nl_sql_endpoint,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/notifications.py,56,GET,/api/v1/notifications/preferences,get_notification_preferences,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/notifications.py,86,PUT,/api/v1/notifications/preferences,update_notification_preferences,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/notifications.py,177,POST,/api/v1/notifications/delivery,upsert_notification_delivery,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/nutrients.py,31,POST,/api/v1/nutrients/4r-plan,nutrient_4r_plan,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/observations.py,34,POST,/api/v1/observations,observations,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/onboarding.py,35,GET,/api/v1/onboarding/questionnaire,onboarding_questionnaire,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/onboarding.py,46,POST,/api/v1/onboarding/responses,submit_onboarding,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/onboarding.py,97,GET,/api/v1/onboarding/responses,list_onboarding,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/operations.py,93,GET,/api/v1/operations/summary,operations_summary_endpoint,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/orchard.py,24,GET,/api/v1/orchard/plan,orchard_plan_endpoint,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/orchard.py,30,GET,/api/v1/orchard/economics,orchard_economics_endpoint,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/outcome.py,43,POST,/api/v1/outcome/measure,measure_decision_outcome,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/pest_escalation.py,31,POST,/api/v1/pest-escalation/run,pest_escalation_run,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/phenology.py,159,GET,/api/v1/fields/{field_id}/phenology,field_phenology,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/phenology.py,181,GET,/api/v1/fields/{field_id}/stage-actions,field_stage_actions,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/planting.py,30,GET,/api/v1/planting/crops,planting_crops_endpoint,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/planting.py,36,GET,/api/v1/planting/window,planting_window_endpoint,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/planting.py,42,GET,/api/v1/planting/check,planting_check_endpoint,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/platform_health.py,21,GET,/healthz,healthz,infra
sahool-platform,services/sahool-platform/api/routers/platform_health.py,28,GET,/metrics,metrics,infra
sahool-platform,services/sahool-platform/api/routers/platform_health.py,49,GET,/readyz,readyz,infra
sahool-platform,services/sahool-platform/api/routers/policy_learning.py,37,GET,/api/v1/policy-learning/threshold-suggestions,threshold_suggestions,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/portfolio_command.py,70,POST,/api/v1/portfolio/command,portfolio_command_endpoint,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/postharvest.py,28,GET,/api/v1/postharvest/moisture-check,postharvest_moisture_endpoint,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/postharvest.py,34,GET,/api/v1/postharvest/pests,postharvest_pests_endpoint,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/postharvest.py,40,GET,/api/v1/postharvest/best-practices,postharvest_practices_endpoint,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/practices.py,25,GET,/api/v1/practices/list,practices_list_endpoint,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/practices.py,31,GET,/api/v1/practices/guide,practices_guide_endpoint,legacy_unversioned_business
sahool-platform,services/sahool-platform/api/routers/prescriptions.py,103,POST,/api/v1/fields/{field_id}/prescriptions,create_prescription,legacy_unversioned_business
